id,mz,rt,rtmin,rtmax,n_glc,mean_inten
3758,274.1047,10.58,10.47,10.95,1800000,1800000
79,274.1252,1.47,1.39,2.01,960000,960000
4676,274.4727,12.67,12.59,12.87,160000,160000
4095,274.9553,11.44,11.38,11.61,270000,270000
4587,274.9647,12.5,12.36,12.76,460000,460000
4659,275.0081,12.64,12.53,12.81,210000,210000
4540,275.0176,12.44,12.27,13.42,3000000,3000000
4119,275.0218,11.47,11.36,11.61,7800000,7800000
1435,275.0322,3.61,3.5,4.22,240000,240000
3254,275.0541,9.56,9.39,9.9,6100000,6100000
3534,275.0886,10.13,10.07,10.24,530000,530000
3743,275.0887,10.56,10.44,10.7,2900000,2900000
4188,275.0887,11.67,11.58,11.84,1200000,1200000
4373,275.0888,11.98,11.84,12.16,3900000,3900000
2374,275.0935,7.73,7.59,7.87,160000,160000
1330,275.104,3.38,3.21,3.99,540000,540000
3759,275.1081,10.58,10.53,10.73,170000,170000
567,275.1138,1.9,1.67,2.21,390000,390000
568,275.1502,1.9,1.76,2.07,600000,600000
4534,276.021,12.41,12.36,12.56,180000,180000
4120,276.0252,11.47,11.38,11.58,570000,570000
2375,276.0399,7.73,7.62,7.99,210000,210000
3255,276.0574,9.56,9.47,9.67,580000,580000
2161,276.0621,7.02,6.74,7.25,1100000,1100000
2468,276.0774,8.07,7.7,8.53,3400000,3400000
2347,276.0898,7.7,7.59,7.96,550000,550000
3760,276.092,10.58,10.5,10.67,200000,200000
4203,276.0921,11.73,11.61,11.79,130000,130000
4374,276.0921,11.98,11.9,12.13,490000,490000
5456,276.8478,15.19,14.96,15.53,710000,710000
4529,276.9182,12.39,12.19,12.41,240000,240000
5082,276.992,14.33,14.22,14.87,1700000,1700000
500,277.0178,1.87,1.82,2.07,2300000,2300000
983,277.0178,2.7,2.07,2.76,1500000,1500000
1531,277.0178,4.01,3.84,4.79,680000,680000
2245,277.0243,7.34,7.08,7.67,1700000,1700000
1305,277.0444,3.3,3.15,3.5,130000,130000
3269,277.0511,9.59,9.45,9.73,1900000,1900000
2469,277.0738,8.07,7.47,8.59,14000000,14000000
2444,277.0803,7.99,7.85,8.39,400000,400000
370,277.1447,1.64,1.45,2.24,990000,990000
949,277.1447,2.67,2.24,2.7,140000,140000
257,277.2174,1.59,1.5,1.87,430000,430000
1539,278.0211,4.04,3.87,4.16,110000,110000
569,278.0212,1.9,1.84,2.33,370000,370000
2871,278.0348,8.76,8.53,8.9,420000,420000
2141,278.0591,6.97,6.82,7.14,390000,390000
2457,278.0772,8.04,7.73,8.44,1500000,1500000
2860,278.1247,8.73,8.56,8.96,310000,310000
5414,278.9293,14.79,14.53,15.45,2100000,2100000
5268,278.9866,14.56,14.05,15.42,7300000,7300000
1617,279.0392,4.59,4.41,4.87,150000,150000
2687,279.0475,8.44,8.27,8.53,800000,800000
3379,279.0475,9.82,9.76,10.01,190000,190000
4962,279.0577,13.88,13.76,14.05,110000,110000
2688,279.06,8.44,8.27,8.73,8900000,8900000
3270,279.077,9.59,9.5,9.76,2100000,2100000
2449,279.078,8.02,7.9,8.3,300000,300000
2727,279.0894,8.56,8.5,8.73,270000,270000
193,279.2331,1.56,1.45,2.1,5600000,5600000
4230,279.4505,11.76,11.61,11.93,520000,520000
1824,279.7967,6.11,6.05,6.37,130000,130000
1896,279.9732,6.25,6.08,6.48,270000,270000
5407,279.99,14.76,14.56,14.93,520000,520000
2689,280.0634,8.44,8.27,8.56,1100000,1100000
3324,280.1039,9.7,9.45,10.04,2700000,2700000
890,280.1317,2.53,2.39,2.61,120000,120000
66,280.1351,1.45,1.39,1.84,570000,570000
916,280.1351,2.64,2.5,2.7,250000,250000
258,280.2365,1.59,1.47,2.1,1100000,1100000
4154,280.9829,11.56,11.47,11.67,230000,230000
5370,280.9848,14.65,14.5,15.02,630000,630000
1675,281.0548,4.84,4.59,5.88,680000,680000
3229,281.0879,9.5,9.37,9.73,21000000,21000000
2113,281.0991,6.91,6.65,7.96,18000000,18000000
501,281.1396,1.87,1.82,2.01,260000,260000
2051,281.1507,6.8,6.51,6.88,570000,570000
194,281.2487,1.56,1.45,2.07,38000000,38000000
950,281.2488,2.67,2.5,3.9,4700000,4700000
4299,281.4639,11.81,11.64,11.87,150000,150000
4677,281.4805,12.67,12.5,13.59,2300000,2300000
1232,281.5614,3.07,2.87,3.21,150000,150000
4541,281.9725,12.44,12.3,13.27,3600000,3600000
4691,281.9815,12.7,12.56,12.96,300000,300000
3761,282.0056,10.58,10.5,10.73,460000,460000
2458,282.0337,8.04,7.87,8.1,250000,250000
1476,282.0362,3.76,3.61,4.07,180000,180000
1951,282.0389,6.6,6.48,6.77,120000,120000
1676,282.0582,4.84,4.59,5.07,79000,79000
3457,282.0654,9.96,9.82,10.3,3500000,3500000
3230,282.0913,9.5,9.42,9.7,2300000,2300000
2092,282.1025,6.88,6.71,7.42,1600000,1600000
891,282.111,2.53,2.41,2.58,190000,190000
2923,282.1196,8.84,8.76,8.98,570000,570000
195,282.2521,1.56,1.45,2.07,7800000,7800000
951,282.2521,2.67,2.07,3.13,920000,920000
4588,282.4736,12.5,12.33,12.9,500000,500000
5457,282.8559,15.19,15.02,15.74,370000,370000
4427,282.9533,12.19,12.16,12.5,1800000,1800000
4559,282.9713,12.47,12.33,12.64,460000,460000
2984,283.0162,8.98,8.76,9.21,1200000,1200000
2968,283.0287,8.93,8.76,9.15,1500000,1500000
1669,283.0519,4.82,4.62,5.36,210000,210000
4411,283.0551,12.07,11.96,12.16,750000,750000
1952,283.0685,6.6,6.37,7.02,960000,960000
3458,283.0688,9.96,9.87,10.13,370000,370000
2214,283.0785,7.28,6.82,7.47,1600000,1600000
2114,283.1033,6.91,6.77,7.05,390000,390000
3774,283.105,10.61,10.53,10.73,480000,480000
107,283.1106,1.5,1.36,2.1,1600000,1600000
3118,283.1188,9.27,9.24,9.42,1200000,1200000
571,283.1189,1.9,1.62,2.19,370000,370000
482,283.1553,1.84,1.67,2.07,300000,300000
2115,283.164,6.91,6.65,7.39,3700000,3700000
318,283.2556,1.62,1.42,1.76,630000,630000
138,283.2644,1.53,1.45,2.04,63000000,63000000
952,283.2644,2.67,2.04,2.9,16000000,16000000
2886,284.0519,8.79,8.64,8.9,330000,330000
2828,284.0989,8.67,8.56,8.76,500000,500000
1176,284.1141,2.95,2.87,3.21,1100000,1100000
2127,284.1673,6.94,6.77,7.05,370000,370000
139,284.2677,1.53,1.42,2.04,12000000,12000000
953,284.2678,2.67,2.04,2.76,3400000,3400000
1912,284.9042,6.31,6.11,6.45,75000,75000
2969,284.9781,8.93,8.76,9.15,500000,500000
4204,284.9784,11.73,11.61,12.19,1500000,1500000
2970,284.9907,8.93,8.59,9.18,820000,820000
2971,285.0137,8.93,8.9,9.18,480000,480000
4418,285.0731,12.16,12.04,12.41,15000000,15000000
3009,285.0828,9.04,8.93,9.18,3800000,3800000
2285,285.0858,7.59,7.45,8.07,690000,690000
3520,285.0954,10.1,10.01,10.19,570000,570000
3762,285.0955,10.58,10.47,10.73,1100000,1100000
572,285.0982,1.9,1.73,1.99,320000,320000
573,285.1345,1.9,1.62,1.99,490000,490000
4892,285.1547,13.53,13.39,13.71,190000,190000
371,285.2437,1.64,1.53,1.82,310000,310000
140,285.2712,1.53,1.45,1.93,1100000,1100000
4231,285.4795,11.76,11.64,11.9,200000,200000
2690,286.0247,8.44,8.27,8.76,490000,490000
3635,286.0604,10.36,10.21,10.5,1300000,1300000
3535,286.0605,10.13,9.9,10.16,150000,150000
1946,286.0674,6.57,6.45,6.77,190000,190000
4419,286.0764,12.16,12.07,12.36,1800000,1800000
2445,286.0786,7.99,7.9,8.36,380000,380000
1801,286.1046,5.82,5.39,6.28,310000,310000
1995,286.1297,6.71,6.48,6.91,850000,850000
4285,286.4783,11.79,11.61,12.16,1500000,1500000
5437,286.9166,14.9,14.76,15.16,350000,350000
4084,286.9554,11.36,11.24,11.47,470000,470000
3326,286.9781,9.7,9.53,9.82,370000,370000
4535,287.0081,12.41,12.33,12.53,290000,290000
3726,287.0374,10.53,10.41,10.61,1400000,1400000
3714,287.0499,10.5,10.41,10.67,8300000,8300000
3166,287.0522,9.37,9.18,9.45,1400000,1400000
3398,287.0737,9.84,9.67,10.04,680000,680000
1300,287.0888,3.27,3.15,3.47,150000,150000
5014,287.1101,13.96,13.71,14.13,1000000,1000000
574,287.1138,1.9,1.67,2.39,650000,650000
1081,287.1138,2.76,2.44,2.81,330000,330000
1205,287.1139,3.01,2.87,3.41,98000,98000
503,287.223,1.87,1.7,1.93,230000,230000
4232,287.4771,11.76,11.67,11.87,240000,240000
3973,287.98630000000003,11.13,11.04,11.24,190000,190000
2348,287.9899,7.7,7.56,7.93,290000,290000
3936,287.9951,11.07,10.95,11.33,5800000,5800000
5123,288.008,14.42,14.39,14.7,720000,720000
2300,288.0604,7.62,7.47,7.85,470000,470000
3541,288.0661,10.16,10.04,10.36,4000000,4000000
2153,288.0767,6.99,6.57,7.59,1500000,1500000
2546,288.0941,8.19,7.96,8.27,540000,540000
4934,288.9499,13.73,12.76,14.05,1400000,1400000
2320,288.9862,7.67,7.36,8.02,1200000,1200000
4635,288.9881,12.61,12.5,12.9,390000,390000
3937,288.9985,11.07,11.01,11.24,400000,400000
4828,289.0102,13.27,13.1,13.42,570000,570000
4121,289.018,11.47,11.36,11.61,2000000,2000000
4085,289.0333,11.36,11.18,11.73,2700000,2700000
4524,289.068,12.36,12.27,12.5,160000,160000
1979,289.0682,6.68,6.45,6.74,120000,120000
3561,289.0695,10.19,10.1,10.3,470000,470000
4893,289.0721,13.53,13.39,13.85,360000,360000
423,289.0872,1.73,1.62,2.16,820000,820000
4055,289.1157,11.24,11.13,11.38,960000,960000
4660,289.4693,12.64,12.56,12.76,100000,100000
4829,289.5119,13.27,13.16,13.36,120000,120000
1819,289.9023,6.08,6.02,6.42,140000,140000
3996,289.9433,11.15,11.07,11.3,130000,130000
2052,289.9444,6.8,6.51,6.94,210000,210000
4911,289.9496,13.65,12.76,13.88,160000,160000
4560,289.9614,12.47,12.39,12.64,300000,300000
2321,289.9859,7.67,7.59,7.79,180000,180000
3888,289.9951,10.95,10.84,11.1,2600000,2600000
1931,290.0018,6.4,6.25,6.6,84000,84000
2728,290.0197,8.56,8.47,8.67,130000,130000
4086,290.0367,11.36,11.24,11.44,230000,230000
3213,290.0883,9.47,9.32,9.59,2800000,2800000
3327,290.0883,9.7,9.59,10.13,2500000,2500000
1565,290.1611,4.19,3.99,4.53,78000,78000
4617,290.9679,12.59,12.47,12.7,470000,470000
5099,291.0076,14.39,14.11,15.36,35000000,35000000
2406,291.0573,7.82,7.73,7.99,280000,280000
2215,291.0574,7.28,7.08,7.73,3200000,3200000
3328,291.0916,9.7,9.53,9.79,340000,340000
3380,291.1312,9.82,9.67,10.04,11000000,11000000
5001,291.204,13.93,13.85,14.05,110000,110000
4830,291.9876,13.27,12.99,13.39,130000,130000
2376,291.995,7.73,7.59,7.87,140000,140000
5100,292.011,14.39,14.16,14.9,3100000,3100000
2391,292.0176,7.76,7.62,7.96,270000,270000
3889,292.0193,10.95,10.84,11.07,640000,640000
2216,292.058,7.28,7.16,7.5,450000,450000
3364,292.0586,9.79,9.65,10.01,3900000,3900000
3186,292.0724,9.42,9.3,9.62,4300000,4300000
3381,292.1345,9.82,9.7,10.01,1400000,1400000
2508,292.1404,8.13,7.85,8.22,370000,370000
4480,292.8957,12.27,12.19,12.44,410000,410000
3016,292.9967,9.07,8.76,9.15,340000,340000
3196,293.0103,9.45,9.39,9.59,1000000,1000000
2349,293.0336,7.7,7.65,7.9,490000,490000
2188,293.0337,7.22,7.19,7.59,7000000,7000000
3293,293.0548,9.62,9.53,9.7,790000,790000
1336,293.0549,3.44,3.33,3.78,200000,200000
372,293.176,1.64,1.5,1.9,2000000,2000000
984,293.1761,2.7,2.44,2.78,900000,900000
4233,293.4861,11.76,11.61,12.36,8700000,8700000
4375,293.9821,11.98,11.81,12.07,140000,140000
4234,293.9873,11.76,11.61,12.16,1500000,1500000
4636,293.9974,12.61,12.47,12.93,1100000,1100000
2729,294.0472,8.56,8.47,8.76,360000,360000
2509,294.1197,8.13,7.96,8.3,830000,830000
389,294.1793,1.67,1.64,1.9,430000,430000
5423,294.9033,14.84,14.82,14.99,180000,180000
5453,294.9033,15.16,15.04,15.3,61000,61000
5371,294.9606,14.65,14.42,15.33,1800000,1800000
4637,294.9936,12.61,12.47,12.93,4700000,4700000
4638,295.0049,12.61,12.5,13.13,340000,340000
2657,295.025,8.39,8.3,8.53,380000,380000
2527,295.0844,8.16,7.96,8.27,260000,260000
3673,295.0938,10.44,10.36,10.58,280000,280000
2977,295.1036,8.96,8.76,8.98,350000,350000
2067,295.1664,6.82,6.68,6.91,410000,410000
4975,295.203,13.91,13.79,14.08,120000,120000
196,295.2644,1.56,1.45,1.93,720000,720000
3763,296.024,10.58,10.5,10.7,190000,190000
1956,296.0637,6.62,6.48,6.71,120000,120000
4312,296.0637,11.87,11.73,12.01,250000,250000
1980,296.0736,6.68,6.45,6.77,290000,290000
2286,296.0737,7.59,7.45,7.85,750000,750000
2583,296.0988,8.24,8.07,8.3,370000,370000
2949,296.0988,8.9,8.81,9.1,740000,740000
2528,296.1353,8.16,7.99,8.36,3700000,3700000
4661,296.9903,12.64,12.53,12.9,290000,290000
4708,296.9996,12.79,12.76,12.96,38000,38000
4561,296.9997,12.47,12.39,12.59,150000,150000
197,297.0473,1.56,1.36,1.93,1100000,1100000
2713,297.0706,8.53,8.41,8.73,3400000,3400000
637,297.1345,1.93,1.87,2.95,21000000,21000000
2510,297.1386,8.13,7.99,8.3,370000,370000
108,297.1531,1.5,1.39,1.99,2400000,2400000
985,297.1531,2.7,2.39,2.76,740000,740000
373,297.2436,1.64,1.5,2.07,1900000,1900000
1981,298.0165,6.68,6.51,6.77,160000,160000
2714,298.0739,8.53,8.44,8.67,470000,470000
3214,298.1145,9.47,9.37,9.7,7000000,7000000
1147,298.1298,2.93,2.84,3.3,280000,280000
638,298.1379,1.93,1.87,3.01,3300000,3300000
1262,298.1379,3.15,3.01,3.44,170000,170000
259,298.247,1.59,1.47,2.04,480000,480000
5458,298.8298,15.19,14.99,15.53,460000,460000
2829,298.9756,8.67,8.59,8.84,220000,220000
2350,298.9898,7.7,7.62,7.82,330000,330000
2189,298.9899,7.22,7.14,7.56,1300000,1300000
3010,298.9937,9.04,8.73,9.18,1900000,1900000
3017,299.0063,9.07,8.76,9.18,2500000,2500000
374,299.0265,1.64,1.42,1.99,870000,870000
3478,299.0975,10.01,9.9,10.1,1100000,1100000
2529,299.0986,8.16,7.9,8.47,1600000,1600000
2547,299.1101,8.19,7.99,8.3,390000,390000
576,299.1138,1.9,1.7,2.1,300000,300000
3187,299.1179,9.42,9.39,9.59,560000,560000
917,299.1415,2.64,2.41,2.67,110000,110000
577,299.1502,1.9,1.59,2.39,540000,540000
1046,299.1502,2.73,2.39,2.76,590000,590000
578,299.1866,1.9,1.67,1.99,280000,280000
319,299.2593,1.62,1.45,2.1,1600000,1600000
2887,300.0397,8.79,8.59,9.18,1600000,1600000
3486,300.0397,10.04,9.79,10.24,1700000,1700000
3792,300.0493,10.67,10.56,10.93,570000,570000
3502,300.1204,10.07,9.87,10.21,570000,570000
3343,300.1315,9.76,9.67,10.04,290000,290000
1382,300.1752,3.53,3.38,3.67,360000,360000
320,300.2005,1.62,1.56,1.84,400000,400000
260,300.2627,1.59,1.53,1.84,390000,390000
3674,301.053,10.44,10.38,10.73,1400000,1400000
3675,301.0656,10.44,10.38,10.67,5000000,5000000
2531,301.1257,8.16,8.07,8.27,460000,460000
579,301.1295,1.9,1.62,2.13,400000,400000
261,301.1662,1.59,1.47,2.13,1600000,1600000
1385,301.1791,3.53,3.33,3.7,240000,240000
1404,301.1852,3.56,3.15,3.87,7500000,7500000
141,301.2174,1.53,1.45,1.87,790000,790000
4237,301.4749,11.76,11.61,11.9,640000,640000
4776,301.4836,13.1,12.93,13.59,540000,540000
4808,301.943,13.22,13.05,13.36,96000,96000
5043,302.052,14.16,14.05,14.3,2900000,2900000
2459,302.056,8.04,7.9,8.19,270000,270000
3744,302.0996,10.56,10.47,10.78,5800000,5800000
2199,302.1098,7.25,7.05,7.65,820000,820000
4762,302.4824,13.07,12.99,13.19,82000,82000
3894,302.5338,10.98,10.84,11.21,12000000,12000000
5438,302.8906,14.9,14.79,15.33,310000,310000
5439,302.9479,14.9,14.62,15.39,960000,960000
2630,302.9522,8.36,8.24,8.44,230000,230000
4749,302.9972,13.05,12.93,13.22,78000,78000
4693,302.9973,12.7,12.56,12.87,130000,130000
3895,303.0354,10.98,10.87,11.15,2000000,2000000
3344,303.0513,9.76,9.67,10.07,940000,940000
4044,303.0513,11.21,11.13,11.36,250000,250000
1996,303.0597,6.71,6.54,6.77,180000,180000
2162,303.0811,7.02,6.71,7.28,2000000,2000000
4420,303.0836,12.16,11.98,12.5,33000000,33000000
5002,303.0877,13.93,13.73,14.13,1100000,1100000
3745,303.103,10.56,10.47,10.7,780000,780000
639,303.1088,1.93,1.87,2.19,290000,290000
580,303.1815,1.9,1.73,1.96,120000,120000
142,303.2331,1.53,1.45,2.07,5500000,5500000
3896,303.536,10.98,10.87,11.13,470000,470000
3997,303.9587,11.15,10.93,11.36,700000,700000
2093,304.049,6.88,6.68,7.16,480000,480000
4324,304.0611,11.9,11.76,12.16,770000,770000
4139,304.0612,11.5,11.18,11.7,410000,410000
4640,304.0612,12.61,12.47,12.73,110000,110000
3271,304.0709,9.59,9.53,9.7,1600000,1600000
2532,304.0716,8.16,7.85,8.27,570000,570000
4421,304.087,12.16,12.01,12.39,4300000,4300000
4963,304.0911,13.88,13.76,14.05,140000,140000
143,304.2365,1.53,1.45,1.9,1100000,1100000
5177,304.8837,14.45,14.28,14.67,510000,510000
424,304.9935,1.73,1.67,2.3,230000,230000
3018,304.9981,9.07,8.76,9.15,390000,390000
3026,305.0107,9.1,8.76,9.15,710000,710000
5178,305.0232,14.45,14.05,15.79,380000000,380000000
5179,305.0309,14.45,14.33,14.84,2500000,2500000
3536,305.0451,10.13,10.01,10.33,1600000,1600000
4325,305.0612,11.9,11.81,12.01,480000,480000
3521,305.0645,10.1,9.93,10.16,400000,400000
4326,305.0689,11.9,11.73,13.33,65000000,65000000
4327,305.0766,11.9,11.79,12.01,450000,450000
4422,305.0876,12.16,12.04,12.3,440000,440000
1677,305.0993,4.84,4.64,5.22,200000,200000
5180,305.1655,14.45,14.25,14.79,630000,630000
144,305.2487,1.53,1.45,2.07,1900000,1900000
4328,305.5707,11.9,11.73,12.7,14000000,14000000
3542,305.9364,10.16,10.07,10.3,980000,980000
5101,306.0267,14.39,14.11,15.27,31000000,31000000
2378,306.0332,7.73,7.53,8.1,290000,290000
3784,306.05,10.64,10.56,10.76,220000,220000
1628,306.0581,4.62,4.53,4.7,82000,82000
1967,306.0835,6.65,6.42,7.14,830000,830000
3215,306.1004,9.47,9.39,9.67,1100000,1100000
3545,306.2198,10.16,10.07,10.33,1300000,1300000
198,306.2521,1.56,1.47,1.9,670000,670000
4332,306.5685,11.9,11.76,12.16,1300000,1300000
1837,306.8157,6.16,6.05,6.31,140000,140000
4750,306.8572,13.05,12.84,13.45,210000,210000
3294,306.9683,9.62,9.5,9.73,660000,660000
5334,306.9816,14.62,14.16,15.13,7300000,7300000
1480,307.0219,3.78,3.7,3.9,61000,61000
5210,307.0273,14.48,14.16,15.04,5400000,5400000
2249,307.035,7.36,7.11,8.02,3000000,3000000
2924,307.0523,8.84,8.73,9.21,810000,810000
3598,307.0608,10.27,10.19,10.41,960000,960000
4333,307.0696,11.9,11.79,12.01,180000,180000
2011,307.0871,6.74,6.51,6.77,110000,110000
3487,307.1148,10.04,9.62,10.21,11000000,11000000
3676,307.1149,10.44,10.27,10.7,2700000,2700000
4722,307.1513,12.87,12.76,13.05,140000,140000
3785,307.1514,10.64,10.56,10.78,230000,230000
109,307.2644,1.5,1.42,2.04,590000,590000
2632,307.9567,8.36,8.27,8.5,170000,170000
3866,307.9969,10.93,10.81,11.07,600000,600000
3927,308.0057,11.04,10.84,11.27,1100000,1100000
1694,308.0189,4.99,4.84,5.3,97000,97000
4515,308.0482,12.33,12.16,12.47,130000,130000
2746,308.0629,8.59,8.5,8.96,1100000,1100000
3570,308.0725,10.19,10.04,10.84,27000000,27000000
2951,308.0737,8.9,8.84,9.07,340000,340000
3571,308.0804,10.19,9.99,10.56,5600000,5600000
2633,308.0916,8.36,8.27,8.5,1100000,1100000
2634,308.0988,8.36,7.87,8.67,130000000,130000000
3382,308.0989,9.82,9.65,10.01,5400000,5400000
3642,308.0989,10.38,10.3,10.53,370000,370000
2872,308.099,8.76,8.67,9.32,19000000,19000000
4089,308.099,11.41,11.3,11.53,490000,490000
2635,308.1067,8.36,8.27,8.53,1100000,1100000
3488,308.1182,10.04,9.87,10.13,1300000,1300000
1047,308.1869,2.73,2.58,2.76,360000,360000
4977,308.187,13.91,13.76,14.05,120000,120000
4763,308.8554,13.07,12.81,13.3,160000,160000
4122,308.9922,11.47,11.36,11.61,3900000,3900000
3727,309.0193,10.53,10.44,10.64,1200000,1200000
1947,309.058,6.57,6.48,6.71,160000,160000
3572,309.0758,10.19,10.04,10.36,3000000,3000000
3573,309.0839,10.19,10.07,10.3,720000,720000
2600,309.0961,8.33,8.27,8.5,580000,580000
3399,309.1022,9.84,9.67,9.96,640000,640000
2636,309.1023,8.36,8.22,8.67,17000000,17000000
2873,309.1023,8.76,8.67,9.07,2200000,2200000
2190,309.1129,7.22,7.11,7.31,470000,470000
145,309.2801,1.53,1.42,2.07,1800000,1800000
4764,309.8562,13.07,12.81,13.48,230000,230000
4000,309.9646,11.15,11.04,11.36,440000,440000
4020,309.9772,11.18,11.04,11.36,450000,450000
2747,310.0248,8.59,8.5,8.76,370000,370000
2601,310.1028,8.33,8.22,8.56,2100000,2100000
2235,310.1146,7.31,7.11,7.53,350000,350000
2799,310.1146,8.64,8.47,8.87,17000000,17000000
2925,310.1509,8.84,8.73,9.07,440000,440000
471,310.2026,1.82,1.67,2.04,430000,430000
146,310.2834,1.53,1.45,1.76,530000,530000
4751,310.8551,13.05,12.81,13.48,230000,230000
4913,310.8551,13.65,13.48,13.82,77000,77000
1876,310.9043,6.22,6.11,6.31,75000,75000
4641,310.9789,12.61,12.53,12.87,160000,160000
4123,310.9878,11.47,11.38,11.58,370000,370000
2637,310.9974,8.36,8.3,8.53,390000,390000
1708,311.0145,5.07,4.82,5.13,130000,130000
2512,311.0735,8.13,7.96,8.39,700000,700000
4066,311.0977,11.27,11.15,11.36,160000,160000
2997,311.0986,9.01,8.96,9.13,420000,420000
2392,311.1158,7.76,7.65,7.93,920000,920000
2730,311.1179,8.56,8.47,8.79,1900000,1900000
504,311.1502,1.87,1.67,1.96,200000,200000
81,311.1688,1.47,1.39,2.04,7600000,7600000
986,311.1688,2.7,2.04,2.76,2200000,2200000
391,311.223,1.67,1.59,1.99,660000,660000
147,311.2957,1.53,1.42,2.01,870000,870000
4286,311.4695,11.79,11.64,11.96,250000,250000
1897,311.9232,6.25,6.11,6.37,150000,150000
3853,311.9771,10.9,10.84,11.13,750000,750000
3764,312.0016,10.58,10.5,10.7,140000,140000
3011,312.0938,9.04,8.93,9.18,2400000,2400000
2800,312.1186,8.64,8.5,8.76,260000,260000
82,312.1722,1.47,1.39,2.01,1400000,1400000
918,312.1722,2.64,2.01,2.7,380000,380000
4238,312.464,11.76,11.61,11.84,210000,210000
4752,312.8558,13.05,12.79,13.56,390000,390000
4124,312.9856,11.47,11.38,11.58,150000,150000
3846,313.0445,10.87,10.76,11.01,1300000,1300000
2260,313.052,7.45,7.11,7.59,470000,470000
110,313.0787,1.5,1.36,1.9,2100000,2100000
901,313.0787,2.61,2.47,2.7,160000,160000
3012,313.0971,9.04,8.96,9.15,310000,310000
3383,313.1007,9.82,9.73,10.01,440000,440000
3400,313.1132,9.84,9.7,10.07,7600000,7600000
2471,313.1258,8.07,7.96,8.27,560000,560000
640,313.1295,1.93,1.64,2.24,920000,920000
987,313.1295,2.7,2.24,2.78,1500000,1500000
1207,313.1295,3.01,2.87,3.1,110000,110000
83,313.1653,1.47,1.39,2.01,360000,360000
5032,313.186,14.02,13.73,14.13,3100000,3100000
148,314.0782,1.53,1.39,1.87,360000,360000
3401,314.1165,9.84,9.73,10.04,760000,760000
5033,314.1893,14.02,13.76,14.11,350000,350000
1177,314.1975,2.95,2.81,3.24,300000,300000
262,314.2162,1.59,1.53,1.87,450000,450000
5468,314.8038,15.27,15.1,15.36,130000,130000
4495,314.8646,12.3,12.19,12.41,4000000,4000000
4496,314.8772,12.3,12.19,12.41,1200000,1200000
3975,314.9057,11.13,11.07,11.3,500000,500000
4179,314.9656,11.61,11.33,11.67,210000,210000
5083,314.9689,14.33,13.99,14.53,1200000,1200000
2658,315.0242,8.39,8.27,8.5,220000,220000
1560,315.0458,4.16,4.04,4.33,140000,140000
3643,315.0687,10.38,10.24,10.53,1800000,1800000
111,315.0754,1.5,1.39,1.64,280000,280000
2748,315.0812,8.59,8.5,8.73,2100000,2100000
3644,315.0812,10.38,10.24,10.67,8800000,8800000
2287,315.0965,7.59,7.45,8.02,1500000,1500000
3677,315.0965,10.44,10.38,10.61,840000,840000
2167,315.1248,7.14,7.02,7.87,930000,930000
2513,315.1414,8.13,7.99,8.27,690000,690000
582,315.1451,1.9,1.62,2.21,380000,380000
1048,315.1452,2.73,2.58,2.78,290000,290000
583,315.1815,1.9,1.62,1.99,230000,230000
425,315.2543,1.73,1.64,1.87,690000,690000
648,315.2543,1.96,1.93,2.19,57000,57000
4481,315.8654,12.27,12.19,12.39,470000,470000
3645,316.0845,10.38,10.27,10.47,890000,890000
2322,316.0998,7.67,7.5,7.82,210000,210000
2168,316.1211,7.14,7.02,7.96,4400000,4400000
1825,316.7392,6.11,5.96,6.28,100000,100000
4497,316.8615,12.3,12.19,12.41,470000,470000
1857,316.9212,6.19,6.02,6.48,1200000,1200000
2659,316.9679,8.39,8.22,8.53,290000,290000
3696,317.0305,10.47,10.41,10.61,840000,840000
3231,317.0647,9.5,9.45,9.7,980000,980000
4386,317.0993,12.01,11.84,12.16,540000,540000
2533,317.1033,8.16,8.04,8.27,510000,510000
641,317.1245,1.93,1.7,2.04,180000,180000
2169,317.1245,7.14,7.08,7.79,520000,520000
2069,317.1484,6.82,6.57,7.45,4900000,4900000
426,317.1608,1.73,1.64,2.16,460000,460000
463,317.1972,1.79,1.67,1.96,120000,120000
3459,318.0422,9.96,9.87,10.1,1100000,1100000
1982,318.0515,6.68,6.51,6.88,990000,990000
3522,318.0766,10.1,10.01,10.21,2200000,2200000
2191,318.0874,7.22,7.02,7.59,1300000,1300000
2053,318.1517,6.8,6.65,7.08,790000,790000
5424,318.9219,14.84,14.7,15.45,690000,690000
3258,319.0067,9.56,9.37,9.67,840000,840000
4021,319.0288,11.18,11.07,11.38,330000,330000
4001,319.0374,11.15,11.04,11.44,4200000,4200000
4142,319.0438,11.53,11.27,11.81,1100000,1100000
5015,319.0637,13.96,13.73,14.11,630000,630000
2379,319.077,7.73,7.56,7.9,1400000,1400000
375,319.228,1.64,1.53,1.9,560000,560000
3460,320.0392,9.96,9.87,10.07,400000,400000
5048,320.0626,14.19,13.85,14.36,7100000,7100000
2323,320.0662,7.67,7.56,7.99,460000,460000
3027,320.9757,9.1,8.9,9.15,390000,390000
5269,320.9972,14.56,14.05,15.51,80000000,80000000
5044,321.0659,14.16,14.05,14.3,660000,660000
3034,321.068,9.13,8.73,9.24,3200000,3200000
3715,321.0681,10.5,10.41,10.58,150000,150000
2142,321.0809,6.97,6.94,7.14,240000,240000
1255,321.103,3.13,3.01,3.38,230000,230000
