name,revised_Query,Compound_Name,HMDB,PubChem,ChEBI,KEGG,METLIN,SMILES,Hilic_20min_QE,Hilic_25min_QE,Hilic_25min_QE2,Hilic_Rutgers_QEPlus,Hilic_30min_QTOF,E_Waters_25min,E_30min,lipids,formula,mass,rdbe
2-Hydroxycaproic acid,2-Hydroxycaproic acid,2-Hydroxycaproic acid,HMDB0001624,99824,86542,,6332,CCCCC(C(=O)O)O,,2.9,2.793475168,,,,,,C6H12O3,132.0786442,1
3-4-Dihydroxyhydrocinnamic acid,"3,4-Dihydroxyhydrocinnamic acid","3,4-Dihydroxyhydrocinnamic acid",HMDB0000423,348154,48400,C10447,5412,C1=CC(=C(C=C1CCC(=O)O)O)O,,7.15,6.887361189,,,,,,C9H10O4,182.0579088,5
2-Hydroxyoctanoic acid,2-Hydroxyoctanoic acid,Hydroxyoctanoic acid,HMDB0000711,94180,86543,,5679,CCCCCCC(C(=O)O)O,,2.65,2.552658343,,,,,,C8H16O3,160.1099444,1
trans-3-Hydroxycinnamic acid,trans-3-Hydroxycinnamic acid,m-Coumaric acid,HMDB0001713,637541,32357,C12621,305,C1=CC(=CC(=C1)O)/C=C/C(=O)O,,3.04,2.92833259,,,,,,C9H8O3,164.0473441,6
2-Methylhippuric acid,2-Methylhippuric acid,2-Methylhippuric acid,HMDB0011723,91637,613303,???C01586,,CC1=CC=CC=C1C(=O)NCC(=O)O,,2.96,2.851271206,,,,,,C10H11N1O3,193.0738932,6
Phosphorylcholine,Phosphorylcholine,Phosphorylcholine,HMDB0001565,1014,18132,C00588,6326,C[N+](C)(C)CCOP(=O)(O)O,,14.3,13.77472238,,,,,,C5H14N1O4P1,183.0660444,0
Quinaldic acid,Quinaldic acid,Quinaldic acid,HMDB0000842,7124,18386,C06325,5805,C1=CC=C2C(=C1)C=CC(=N2)C(=O)O,,7.08,6.819932478,2.22,,,,,C10H7N1O2,173.0476785,8
2-Methylbutyrylglycine,2-Methylbutyrylglycine,2-Methylbutyrylglycine,HMDB0000339,193872,240943,,5328,CCC(C)C(=O)NCC(=O)O,,6,5.779603795,,,,,,C7H13N1O3,159.0895433,2
3-Furoic acid,3-Furoic acid,3-Furoic acid,HMDB0000444,10268,30846,,5433,C1=COC=C1C(=O)O,,4.08,3.930130581,2.33,,,,,C5H4O3,112.016044,4
D-Saccharic acid,D-Saccharic acid,Glucaric acid,HMDB0000663,33037,16002,C00818,5633,[C@H]([C@@H]([C@@H](C(=O)O)O)O)([C@H](C(=O)O)O)O,,14,13.48574219,,,,,,C6H10O8,210.0375673,2
4-hydroxy-3-methylbenzoic acid,4-hydroxy-3-methylbenzoic acid,4-Hydroxy-3-methylbenzoic acid,HMDB0004815,68138,85239,,,CC1=C(C=CC(=C1)C(=O)O)O,,3,2.889801898,,,,,,C8H8O3,152.0473441,5
3-4-5-Trimethoxycinnamic acid,"3,4,5-Trimethoxycinnamic acid","3,4,5-Trimethoxycinnamic acid",HMDB0002511,735755,,,6705,COC1=CC(=CC(=C1OC)OC)/C=C/C(=O)O,,2.85,2.745311803,,,,,,C12H14O5,238.0841235,6
3-Indolebutyric acid,3-Indolebutyric acid,3-Indolebutyric acid,HMDB0002096,8617,33070,C11284,6485,C1=CC=C2C(=C1)C(=CN2)CCCC(=O)O,,2.9,2.793475168,,,,,,C12H13N1O2,203.0946287,7
3-4-Dimethoxyphenylacetic acid,"3,4-Dimethoxyphenylacetic acid",Homoveratric acid,HMDB0000434,7139,,,5423,COC1=C(C=C(C=C1)CC(=O)O)OC,,3.06,2.947597936,,,,,,C10H12O4,196.0735589,5
Folinic acid,Folinic acid,Folinic acid,HMDB0001562,143,209153,C03479,6323,C1C(N(C2=C(N1)NC(=NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,,13.38,12.88851646,,,,,,C20H23N7O7,473.1658961,13
3-Nitro-L- tyrosine,3-Nitrotyrosine,3-Nitrotyrosine,HMDB0001904,65124,44454,,6383,C1=CC(=C(C=C1C[C@@H](C(=O)O)N)[N+](=O)[O-])O,,11.61,11.18353334,,,,,,C9H10N2O5,226.0589714,6
Phenylglyoxylic acid,Phenylglyoxylic acid,Phenylglyoxylic acid,HMDB0001587,11915,18280,C02137,,C1=CC=C(C=C1)C(=O)C(=O)O,,2.49,2.398535575,,,,,,C8H6O3,150.0316941,6
L-Kynurenine,L-Kynurenine,L-Kynurenine,HMDB0000684,161166,16946,C00328,72,C1=CC=C(C(=C1)C(=O)C[C@@H](C(=O)O)N)N,,9.02,8.688671039,,,,,,C10H12N2O3,208.0847923,6
L-Cysteic acid,L-Cysteic acid,Cysteic acid,HMDB0002757,25701,21260,C00506,332,C(C(C(=O)O)N)S(=O)(=O)O,,12.5,12.04084124,,,,,,C3H7N1O5S1,169.0044931,1
2-Isopropylmalic acid,2-Isopropylmalic acid,2-Isopropylmalic acid,HMDB0000402,5280523,35128,C02504,339,CC(C)[C@@](CC(=O)O)(C(=O)O)O,,13.03,12.55137291,7.4,,,,,C7H12O5,176.0684735,2
L-Hydroorotic acid,L-Hydroorotic acid,"4,5-Dihydroorotic acid",HMDB0000528,648,30865,C00337,5513,C1C(NC(=O)NC1=O)C(=O)O,,9.21,8.871691826,,,,,,C5H6N2O4,158.0327567,4
Glycodeoxycholic acid,Glycodeoxycholic acid,Deoxycholic acid glycine conjugate,HMDB0000631,22833539,27471,C05464,5604,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CCC2[C@@]1([C@H](CC3C2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,,3.11,2.995761301,,,,,,C26H43N1O5,449.3141235,6
Chenodeoxycholic acid,Chenodeoxycholic acid,Chenodeoxycholic acid,HMDB0000518,10133,16755,C02528,207,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,,3.09,2.976495955,,,,,,C24H40O4,392.2926598,5
1-6-anhydro-b-D-Glucose,"1,6-Anhydro-beta-D-glucose",Levoglucosan,HMDB0000640,2724705,30997,,5613,C1[C@@H]2[C@H]([C@@H]([C@H]([C@H](O1)O2)O)O)O,,6.58,6.338298829,,,,,,C6H10O5,162.0528234,2
5-Hydroxymethyl-2-furancarboxylic acid,5-Hydroxymethyl-2-furancarboxylic acid,Sumiki's acid,HMDB0002432,80642,563718,,6680,C1=C(OC(=C1)C(=O)O)CO,,7.39,7.118545341,,,,,,C6H6O4,142.0266087,4
Aminomalonic acid,Aminomalonic acid,Aminomalonic acid,HMDB0001147,100714,17475,C00872,,C(C(=O)O)(C(=O)O)N,,13.89,13.37978279,,,,,,C3H5N1O4,119.0218577,2
2-Amino-1-phenylethanol,2-Amino-1-phenylethanol,2-Hydroxyphenethylamine,HMDB0001065,1000,16343,C02735,59,C1=CC=C(C=C1)C(CN)O,,8.82,8.496017579,,,,,,C8H11N1O1,137.084064,4
2-Methylglutaric acid,2-Methylglutaric acid,2-Methylglutaric acid,HMDB0000422,12046,68567,,5411,CC(CCC(=O)O)C(=O)O,,12.47,12.01194322,,,,,,C6H10O4,146.0579088,2
Menadione,Menadione,Menadione,HMDB0001892,4055,28869,C05377,3910,CC1=CC(=O)C2=CC=CC=C2C1=O,,2.69,2.591189035,,,,,,C11H8O2,172.0524295,8
DL-p-Hydroxyphenyllactic acid,DL-p-Hydroxyphenyllactic acid,Hydroxyphenyllactic acid,HMDB0000755,9378,17385,C03672,5723,C1=CC(=CC=C1CC(C(=O)O)O)O,,6.19,5.962624582,,,,,,C9H10O4,182.0579088,5
3-4-Dihydroxybenzeneacetic acid,"3,4-Dihydroxybenzeneacetic acid","3,4-Dihydroxybenzeneacetic acid",HMDB0001336,547,41941,C01161,6170,C1=CC(=C(C=C1CC(=O)O)O)O,,6.37,6.136012696,,,,,,C8H8O4,168.0422587,5
D-Arabitol,D-Arabitol,D-Arabitol,HMDB0000568,827,893310,C01904,5551,C(C(C(C(CO)O)O)O)O,,9.8,9.440019532,4.54,,,,,C5H12O5,152.0684735,0
Indole-2-carboxylic acid,Indole-2-carboxylic acid,2-Indolecarboxylic acid,HMDB0002285,72899,130363,,6593,C1=CC=C2C(=C1)C=C(N2)C(=O)O,,2.74,2.6393524,,,,,,C9H7N1O2,161.0476785,7
Purine,Purine,Purine,HMDB0001366,1044,17258,C15587,6193,C1=C2C(=NC=N1)N=CN2,,6.54,6.299768137,2.47,,,,,C5H4N4,120.0435962,6
trans-4-Hydroxycinnamic acid,trans-4-Hydroxycinnamic acid,4-Hydroxycinnamic acid,HMDB0002035,637542,32374,C00811,6450,C1=CC(=CC=C1/C=C/C(=O)O)O,,3,2.889801898,,,,,,C9H8O3,164.0473441,6
2-5-Furandicarboxylic acid,"2,5-Furandicarboxylic acid","2,5-Furandicarboxylic acid",HMDB0004812,76720,84212,,7076,C1=C(OC(=C1)C(=O)O)C(=O)O,,11.44,11.0197779,,,,,,C6H4O5,156.0058732,5
L-Rhamnose,L-Rhamnose,Rhamnose,HMDB0000849,25310,62346,C00507,5812,C[C@H]1[C@@H]([C@H]([C@H](C(O1)O)O)O)O,,8.11,7.812097796,,,,,,C6H12O5,164.0684735,1
1-Methyl-hydantoin,1-Methyl-hydantoin,N-Methylhydantoin,HMDB0003646,69217,16354,C02565,,CN1CC(=O)NC1=O,,3.78,3.641150391,,,,,,C4H6N2O2,114.0429275,3
Nicotinuric acid,Nicotinuric acid,Nicotinuric acid,HMDB0003269,68499,7563,C05380,1499,C1=CC(=CN=C1)C(=O)NCC(=O)O,,8.5,8.187772043,,,,,,C8H8N2O3,180.0534921,6
?-Hydroxyhippuric acid,3-Hydroxyhippuric acid,3-Hydroxyhippuric acid,HMDB0006116,450268,594277,,,C1=CC(=CC(=C1)O)C(=O)NCC(=O)O,,7.57,7.291933455,,,,,,C9H9N1O4,195.0531578,6
5-Hydroxyindole-3-acetic acid,5-Hydroxyindole-3-acetic acid,5-Hydroxyindoleacetic acid,HMDB0000763,1826,27823,C05635,2975,C1=CC2=C(C=C1O)C(=CN2)CC(=O)O,,7.13,6.868095843,,,,,,C10H9N1O3,191.0582432,7
(R)-(-) Citramalic acid,Citramalic acid,Citramalic acid,HMDB0000426,1081,15584,C00815,5415,CC(CC(=O)O)(C(=O)O)O,,13.5,13.00410854,,,,,,C5H8O5,148.0371734,2
L-Hydroxyproline,L-Hydroxyproline,4-Hydroxyproline,HMDB0000725,5810,18095,C01157,257,C1[C@H](CN[C@@H]1C(=O)O)O,,7.84,7.552015626,,,,,,C5H9N1O3,131.0582432,2
(R)-(+)-2-Pyrrolidone-5-carboxylic acid,(R)-(+)-2-Pyrrolidone-5-carboxylic acid,Pyrrolidonecarboxylic acid,HMDB0000805,499,16010,C02237,5769,C1CC(=O)NC1C(=O)O,,9.35,9.006549248,,,,,,C5H7N1O3,129.0425931,3
4-8-Dihydroxyquinoline-2-carboxylic acid (Xanthurenic acid),Xanthurenic acid,Xanthurenic acid,HMDB0000881,5699,217069,C02470,5841,C1=CC2=C(C(=C1)O)NC(=CC2=O)C(=O)O,,7.24,6.974055246,,,,,,C10H7N1O4,205.0375077,8
D-(+)-Glucuronic acid-lactone,Glucuronolactone,"D-Glucurono-6,3-lactone",HMDB0006355,2724333,18268,C02670,,[C@H]1([C@@H]2[C@@H]([C@H](C(=O)O2)O)O[C@H]1O)O,,5.09,4.903030553,,,,,,C6H8O6,176.032088,3
3-5-Dihydroxybenzoic acid,"3,5-Dihydroxybenzoic acid","3,5-Dihydroxybenzoic acid",HMDB0013677,7424,258254,,,C1=C(C=C(C=C1O)O)C(=O)O,,2,1.926534598,,,,,,C7H6O4,154.0266087,5
2-6-Dihydroxybenzoic acid,"2,6-Dihydroxybenzoic acid","2,6-Dihydroxybenzoic acid",HMDB0013676,9338,545917,,,C1=CC(=C(C(=C1)O)C(=O)O)O,,2,1.926534598,,,,,,C7H6O4,154.0266087,5
Glycyl-L-tyrosine,Glycyltyrosine,Glycyl-Tyrosine,HMDB0028853,NA,,,,NCC(=O)NC(CC1=CC=C(O)C=C1)C(O)=O,,9.4,9.054712612,,,,,,C11H14N2O4,238.0953569,6
Dehydroascorbic acid,Dehydroascorbic acid,Dehydroascorbic acid,HMDB0001264,210328,17242,C00425,342,C([C@H]([C@@H]1C(=O)C(=O)C(=O)O1)O)O,,7.19,6.925891881,,,,,,C6H6O6,174.0164379,4
DL-Indole-3-lactic acid,Indole-3-lactic acid,Indolelactic acid,HMDB0000671,92904,24813,C02043,5641,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)O,,2.84,2.73567913,,,,,,C11H11N1O3,205.0738932,7
4-Hydroxyphenylpyruvic acid,4-Hydroxyphenylpyruvic acid,4-Hydroxyphenylpyruvic acid,HMDB0000707,979,15999,C01179,5675,C1=CC(=CC=C1CC(=O)C(=O)O)O,,2.76,2.658617746,,,,,,C9H8O4,180.0422587,6
N-(3-Phenylpropionyl)glycine,N-(3-Phenyl-propionyl)-glycine,Phenylpropionylglycine,HMDB0000860,152323,266653,,5823,C1=CC=C(C=C1)CCC(=O)NCC(=O)O,,2.92,2.812740514,,,,,,C11H13N1O3,207.0895433,6
m-Hydroxyhippuric Acid,m-Hydroxyhippuric Acid,3-Hydroxyhippuric acid,HMDB0006116,450268,594277,,,C1=CC(=CC(=C1)O)C(=O)NCC(=O)O,,7,6.742871094,,,,,,C9H9N1O4,195.0531578,6
3-Methylglutaconic Acid,3-Methylglutaconic Acid,3-Methylglutaconic acid,HMDB0000522,1551553,37245,,5507,C/C(=C\C(=O)O)/CC(=O)O,,10.51,10.12393931,,,,,,C6H8O4,144.0422587,3
Suberyl Glycine,Suberylglycine,Suberylglycine,HMDB0000953,6453952,,,5899,C(CCCC(=O)O)CCC(=O)NCC(=O)O,,12,11.55920759,,,,,,C10H17N1O5,231.1106727,3
5-(Hydroxymethyl)uracil,5-(Hydroxymethyl)uracil,5-Hydroxymethyluracil,HMDB0000469,78168,16964,C03088,5456,C1=C(C(=O)NC(=O)N1)CO,,8.95,8.621242328,,,,,,C5H6N2O3,142.0378421,4
3-Methylglutaric acid,3-Methylglutaric acid,Methylglutaric acid,HMDB0000752,12284,68566,,5720,CC(CC(=O)O)CC(=O)O,,12.59,12.1275353,,,,,,C6H10O4,146.0579088,2
Norepinephrine,Norepinephrine,Norepinephrine,HMDB0000216,439260,18357,C00547,5226,C1=CC(=C(C=C1[C@H](CN)O)O)O,,4.12,3.968661273,,,,,,C8H11N1O3,169.0738932,4
Indole-3-carboxylic acid,Indole-3-carboxylic acid,Indole-3-carboxylic acid,HMDB0003320,69867,24809,C19837,3795,C1=CC=C2C(=C1)C(=CN2)C(=O)O,,4.4,4.238376116,2.2,,,,,C9H7N1O2,161.0476785,7
4-Hydroxy-3-methoxyphenylacetic Acid (Homovanillic acid),Homovanillic acid,Homovanillic acid,HMDB0000118,1738,545959,C05582,971,COC1=C(C=CC(=C1)CC(=O)O)O,,7.03,6.771769113,,,,,,C9H10O4,182.0579088,5
(R)-3-Hydroxybutanoic acid,(R)-3-Hydroxybutanoic acid,(R)-3-Hydroxybutyric acid,HMDB0000011,92135,17066,C01089,,C[C@H](CC(=O)O)O,,7.93,7.638709683,,,,,,C4H8O3,104.0473441,1
2-Hydroxyhexanedioic Acid,2-Hydroxyhexanedioic Acid,2-Hydroxyadipic acid,HMDB0000321,193530,17023,C02360,5310,C(CC(C(=O)O)O)CC(=O)O,,13.07,12.5899036,,,,,,C6H10O5,162.0528234,2
N-Propionylglycine,N-Propionylglycine,Propionylglycine,HMDB0000783,98681,89836,,5749,CCC(=O)NCC(=O)O,,13.15,12.66696498,,,,,,C5H9N1O3,131.0582432,2
2-[(4-Hydroxyphenyl)formamido]acetic acid,2-[(4-Hydroxyphenyl)formamido]acetic acid,4-Hydroxyhippuric acid,HMDB0013678,151012,613375,,,C1=CC(=CC=C1C(=O)NCC(=O)O)O,,7,6.742871094,,,,,,C9H9N1O4,195.0531578,6
2-Methylsuccinic acid,2-Methylsuccinic acid,Methylsuccinic acid,HMDB0001844,10349,29003,C08645,6344,CC(CC(=O)O)C(=O)O,,12.79,12.32018876,,,,,,C5H8O4,132.0422587,2
3-Hydroxymandelic acid,3-Hydroxymandelic acid,3-Hydroxymandelic acid,HMDB0000750,86957,86553,,732,C1=CC(=CC(=C1)O)C(C(=O)O)O,,5,4.816336496,,,,,,C8H8O4,168.0422587,5
N-Iso valerylglycine,Isovalerylglycine,Isovalerylglycine,HMDB0000678,546304,70984,,5647,CC(C)CC(=O)NCC(=O)O,,6.8,6.550217635,,,,,,C7H13N1O3,159.0895433,2
5-6-Dihydro Thymine,"5,6-Dihydrothymine",Dihydrothymine,HMDB0000079,93556,27468,C00906,5135,CC1CNC(=O)NC1=O,,4.13,3.978293946,,,,,,C5H8N2O2,128.0585775,3
Lipoic acid,Lipoic acid,(R)-lipoic acid,HMDB0001451,6112,30314,C00725,126,C1CSS[C@@H]1CCCCC(=O)O,,2.89,,,,,,,C8H14O2S2,206.0435211,2
2-3-Pyridinedicarboxylic acid,"2,3-Pyridinedicarboxylic acid",Quinolinic acid,HMDB0000232,1066,16675,C03722,330,C1=CC(=C(N=C1)C(=O)O)C(=O)O,,13.22,12.7343937,,,,,,C7H5N1O4,167.0218577,6
3-Hydroxypropionic Acid,3-Hydroxypropionic Acid,Hydroxypropionic acid,HMDB0000700,68152,33404,C01013,5668,C(CO)C(=O)O,,9.25,8.910222518,,,,,,C3H6O3,90.03169405,1
Inosine 5-triphosphate,Inosine 5'-triphosphate,Inosine triphosphate,HMDB0000189,8583,16039,C00081,5204,C1=NC(=O)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,,16.1,15.50860352,,,,,,C10H15N4O14P3,507.9797607,7
L-Threonic acid,Threonic acid,Threonic acid,HMDB0000943,151152,49059,C01620,5891,C([C@H]([C@@H](C(=O)O)O)O)O,,10,9.632672992,,,,,,C4H8O5,136.0371734,1
L(-)-Pipecolinic acid,Pipecolinic acid,Pipecolic acid,HMDB0000070,849,17964,C00408,50,C1CCNC(C1)C(=O)O,,11.72,11.28949275,,,,,,C6H11N1O2,129.0789786,2
D-Galactonic acid,D-Galactonic acid,Galactonic acid,HMDB0000565,128869,16534,C00880,3336,C([C@H]([C@@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O,,12.7,12.2334947,,,,,,C6H12O7,196.0583027,1
6-Hydroxynicotinic acid,6-Hydroxynicotinic acid,6-Hydroxynicotinic acid,HMDB0002658,72924,16168,C01020,,C1=CC(=O)NC=C1C(=O)O,,9.4,9.054712612,,,,,,C6H5N1O3,139.026943,5
N-Tiglylglycine,N-Tiglylglycine,Tiglylglycine,HMDB0000959,6441567,73018,,4246,C/C=C(\C)/C(=O)NCC(=O)O,,7.02,6.76213644,,,,,,C7H11N1O3,157.0738932,3
Lithocholic acid,Lithocholic acid,Lithocholic acid,HMDB0000761,11740284,16325,C03990,209,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4[C@@]3(CC[C@H](C4)O)C)C,,2.73,2.629719727,,,,,,C24H40O3,376.2977451,5
DL -3-4-Dihydroxymandelic acid,"3,4-Dihydroxymandelic acid","3,4-Dihydroxymandelic acid",HMDB0001866,85782,27637,C05580,696,C1=CC(=C(C=C1C(C(=O)O)O)O)O,,2.07,1.993963309,,,,,,C8H8O5,184.0371734,5
Acetylcholine,Acetylcholine,Acetylcholine,HMDB0000895,187,15355,C01996,57,CC(=O)OCC[N+](C)(C)C,,9.71,9.353325475,3.28,,,,,C7H15N1O2,145.1102787,1
Tricarballylic acid,Tricarballylic acid,"1,2,3-Propanetricarboxylic acid",HMDB0031193,14925,45969,C19806,,C(C(CC(=O)O)C(=O)O)C(=O)O,,13.75,13.24492536,,,,,,C6H8O6,176.032088,3
D-3-Phenyllactic acid,D-3-Phenyllactic acid,D-Phenyllactic acid,HMDB0000563,NA,8100,C05607,5547,[H][C@](O)(CC1=CC=CC=C1)C(O)=O,,2.77,2.668250419,,,,,,C9H10O3,166.0629942,5
N-Acetyl-L-lysine,N-Acetyl-L-lysine,N-Alpha-acetyllysine,HMDB0000446,192590,35704,C12989,5435,CC(=O)NC(CCCCN)C(=O)O,,12.97,12.49357687,,,,,,C8H16N2O3,188.1160924,2
Mucic acid,Mucic acid,Galactaric acid,HMDB0000639,3037582,30852,C00879,5612,[C@@H]([C@@H]([C@H](C(=O)O)O)O)([C@@H](C(=O)O)O)O,,13.88,13.37015011,,,,,,C6H10O8,210.0375673,2
4-Hydroxymandelic acid,4-Hydroxymandelic acid,p-Hydroxymandelic acid,HMDB0000822,328,16388,C11527,5785,C1=CC(=CC=C1C(C(=O)O)O)O,,7,6.742871094,,,,,,C8H8O4,168.0422587,5
N-Butyrylglycine,N-Butyrylglycine,N-Butyrylglycine,HMDB0000808,88412,89963,,5772,CCCC(=O)NCC(=O)O,,7.14,6.877728516,,,,,,C6H11N1O3,145.0738932,2
4-6-Dioxoheptanoic acid,"4,6-Dioxoheptanoic acid",Succinylacetone,HMDB0000635,5312,87897,,5608,CC(=O)CC(=O)CCC(=O)O,,7.09,6.829565151,,,,,,C7H10O4,158.0579088,3
8-Aminooctanoic acid,2-Aminooctanoic acid,DL-2-Aminooctanoic acid,HMDB0000991,69522,75145,,5923,CCCCCCC(C(=O)O)N,,13,12.52247489,,,,,,C8H17N1O2,159.1259288,1
Retinoic Acid,Retinoic Acid,All-trans-retinoic acid,HMDB0001852,444795,15367,C00777,2277,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C,,2.4,2.311841518,,,,,,C20H28O2,300.2089301,7
S-Adenosylmethionine,S-Adenosylmethionine,S-Adenosylmethionine,HMDB0001185,16757548,15414,C00019,6064,C[S+](CC[C@H](C(=O)O)N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,,15.1,14.54533622,,,,,,C15H22N6O5S1,398.1372386,8
2-Deoxy-D-ribose,Deoxyribose,Deoxyribose,HMDB0003224,22833604,28816,C01801,3258,C1[C@H]([C@@H](O[C@@H]1O)CO)O,,7.12,6.85846317,,,,,,C5H10O4,134.0579088,1
Synephrine,Synephrine,p-Synephrine,HMDB0004826,7172,29081,C04548,7088,CNCC(C1=CC=C(C=C1)O)O,,10.02,9.651938338,,,,,,C9H13N1O2,167.0946287,4
N-Methyltyramine,N-Methyltyramine,N-Methyltyramine,HMDB0003633,9727,17458,C02442,,CNCCC1=CC=C(C=C1)O,,9.54,9.189570034,,,,,,C9H13N1O1,151.099714,4
Capryloyl glycine,Capryloyl glycine,Capryloylglycine,HMDB0000832,84290,74099,,5795,CCCCCCCC(=O)NCC(=O)O,,2.85,2.745311803,,,,,,C10H19N1O3,201.1364935,2
Cysteamine,Cysteamine,Cysteamine,HMDB0002991,6058,17141,C01678,3222,C(CS)N,,2.68,2.581556362,,,,,,C2H7N1S1,77.02991996,0
p-Benzoquinone,p-Benzoquinone,Quinone,HMDB0003364,4650,16509,C00472,6905,C1=CC(=O)C=CC1=O,,3,2.889801898,,,,,,C6H4O2,108.0211294,5
2-6-Diaminopimelic Acid,"2,6-Diaminopimelic Acid",Diaminopimelic acid,HMDB0001370,439283,16026,C00666,352,C(C[C@@H](C(=O)O)N)C[C@@H](C(=O)O)N,,14.7,14.1600293,,,,,,C7H14N2O4,190.0953569,2
5-Phenylvaleric Acid,5-Phenylvaleric Acid,5-Phenylvaleric acid,HMDB0002043,16757,40131,,6456,C1=CC=C(C=C1)CCCCC(=O)O,,2.79,2.687515765,,,,,,C11H14O2,178.0993797,5
trans-4-Hydroxycyclohexanecarboxylic Acid,4-Hydroxycyclohexanecarboxylic acid,4-Hydroxycyclohexylcarboxylic acid,HMDB0001988,151138,16817,,,C1CC(CCC1C(=O)O)O,,8.94,8.611609655,,,,,,C7H12O3,144.0786442,2
5-Aminovaleric acid,5-Aminovaleric acid,5-Aminopentanoic acid,HMDB0003355,138,15887,C00431,6902,C(CCN)CC(=O)O,,13.54,13.04263923,,,,,,C5H11N1O2,117.0789786,1
Glycoursodeoxycholic acid,Glycoursodeoxycholic acid,Glycoursodeoxycholic acid,HMDB0000708,12310288,542261,,5676,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,,3,2.889801898,,,,,,C26H43N1O5,449.3141235,6
N'-Methylnicotinamide,N'-Methylnicotinamide,1-Methylnicotinamide,HMDB0000699,457,16797,C02918,5667,C[N+]1=CC=CC(=C1)C(=O)N,,4.15,3.997559292,,,,,,C7H8N2O1,136.0636629,5
5-Keto-D-gluconic acid,5-Keto-D-gluconic acid,5-Keto-D-gluconate,HMDB0011731,157,,C01062,,C(C(=O)C(C(C(C(=O)O)O)O)O)O,,11,10.59594029,,,,,,C6H10O7,194.0426527,2
2-3-Dihydroxybenzoic acid,"2,3-Dihydroxybenzoic acid",2-Pyrocatechuic acid,HMDB0000397,19,18026,C00196,5386,C1=CC(=C(C(=C1)O)O)C(=O)O,,2.52,2.427433594,,,,,,C7H6O4,154.0266087,5
N-Formyl-L-methionine,N-Formyl-L-methionine,N-Formyl-L-methionine,HMDB0001015,6995182,16552,C03145,5945,CSCC[C@H](C(=O)O)NC=O,,6.8,6.550217635,,,,,,C6H11N1O3S1,177.045964,2
Hyodeoxycholic acid,Hyodeoxycholic acid,Hyodeoxycholic acid,HMDB0000733,9963687,,,5701,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2C[C@@H](C4[C@@]3(CC[C@H](C4)O)C)O)C,,3,2.889801898,,,,,,C24H40O4,392.2926598,5
DL-Benzylsuccinic acid,L-Benzylsuccinic acid,(R)-2-Benzylsuccinate,HMDB0012127,446168,1220624,C09816,,C1=CC=C(C=C1)C[C@@H](CC(=O)O)C(=O)O,,9,8.669405693,,,,,,C11H12O4,208.0735589,6
N-Acetyl-L-methionine,N-Acetyl-L-methionine,N-Acetyl-L-methionine,HMDB0011745,6180,165927,C02712,,CC(=O)NC(CCSC)C(=O)O,,6.8,6.550217635,,,,,,C7H13N1O3S1,191.061614,2
Shikimic acid,Shikimic acid,Shikimic acid,HMDB0003070,8742,16119,C00493,338,C1[C@H]([C@@H]([C@@H](C=C1C(=O)O)O)O)O,,12,11.55920759,,,,,,C7H10O5,174.0528234,3
3-(3-Methoxyphenyl)propionic acid,3-(3-Methoxyphenyl)propionic acid,3-Methoxybenzenepropanoic acid,HMDB0011751,66336,,,,COC1=CC=CC(=C1)CCC(=O)O,,2.87,2.764577149,,,,,,C10H12O3,180.0786442,5
1-3-Dimethyluracil,"1,3-Dimethyluracil","1,3-Dimethyluracil",HMDB0002144,70122,108884,,,CN1C=CC(=O)N(C1=O)C,,3.09,2.976495955,,,,,,C6H8N2O2,140.0585775,4
3-Hydroxybenzoic acid,3-Hydroxybenzoic acid,3-Hydroxybenzoic acid,HMDB0002466,7420,30764,C00587,6690,C1=CC(=CC(=C1)O)C(=O)O,,2.96,2.851271206,,,,,,C7H6O3,138.0316941,5
Pyridoxal,Pyridoxal,Pyridoxal,HMDB0001545,1050,17310,C00250,6312,CC1=NC=C(C(=C1O)C=O)CO,,6.39,6.155278042,,,,,,C8H9N1O3,167.0582432,5
trans-3-Indoleacrylic acid,3-Indoleacrylic acid,Indoleacrylic acid,HMDB0000734,15030923,90333,,5702,C1=CC=C2C(=C1)C=C(N2)/C=C/C(=O)O,,2.96,2.851271206,,,,,,C11H9N1O2,187.0633285,8
