name,revised_Query,Compound_Name,HMDB,PubChem,ChEBI,KEGG,METLIN,SMILES,Hilic_20min_QE,Hilic_25min_QE,Hilic_25min_QE2,Hilic_Rutgers_QEPlus,Hilic_30min_QTOF,E_Waters_25min,E_30min,lipids,formula,mass,rdbe
3-Methoxytyramine,3-Methoxytyramine,3-Methoxytyramine,HMDB0000022,1669,742324,C05587,5094,COC1=C(C=CC(=C1)CCN)O,NA,9.13,8.794630442,NA,NA,NA,NA,,C9H13N1O2,167.0946287,4
DL-5-Hydroxylysine,5-Hydroxylysine,5-Hydroxylysine,HMDB0000450,3032849,18040,C16741,5439,C(C[C@@H](C(=O)O)N)[C@H](CN)O,NA,16.33,15.730155,NA,NA,NA,NA,,C6H14N2O3,162.1004423,1
Ureidosuccinic acid (carbamoylAspartate),Ureidosuccinic acid,Ureidosuccinic acid,HMDB0000828,93072,15859,C00438,5791,C([C@@H](C(=O)O)NC(=O)N)C(=O)O,NA,13.48,12.98484319,NA,NA,NA,NA,,C5H8N2O5,176.0433214,3
Bilirubin,Bilirubin,Bilirubin,HMDB0000054,5280352,16990,C00486,81,CC1=C(NC(=C1CCC(=O)O)CC2=C(C(=C(N2)/C=C\3/C(=C(C(=O)N3)C)C=C)C)CCC(=O)O)/C=C\4/C(=C(C(=O)N4)C=C)C,NA,2.29,2.205882115,NA,NA,NA,NA,,C33H36N4O6,584.2634849,18
L-(?)-3-Phenyllactic acid,DL-3-Phenyllactic acid,Phenyllactic acid,HMDB0000779,3848,25998,C01479,5745,C1=CC=C(C=C1)CC(C(=O)O)O,NA,2.8,2.697148438,NA,NA,NA,NA,,C9H10O3,166.0629942,5
?-N-Acetylglucosamine,N-Acetylglucosamine,N-Acetyl-D-glucosamine,HMDB0000215,439174,506227,C00140,3356,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](OC1O)CO)O)O,NA,10.11,9.738632395,NA,NA,NA,NA,,C8H15N1O6,221.0899372,2
L-Dopa,L-Dopa,L-Dopa,HMDB0000181,6047,15765,C00355,42,C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O,NA,2.74,2.6393524,NA,NA,NA,NA,,C9H11N1O4,197.0688078,5
Dopamine,Dopamine,Dopamine,HMDB0000073,681,18243,C03758,64,C1=CC(=C(C=C1CCN)O)O,NA,8.1,7.802465124,4.45,NA,NA,NA,,C8H11N1O2,153.0789786,4
DL-4-Hydroxy-3-methoxymandelic acid,DL-4-Hydroxy-3-methoxymandelic acid,Vanillylmandelic acid,HMDB0000291,736172,1127735,C05584,697,COC1=C(C=CC(=C1)[C@@H](C(=O)O)O)O,NA,4.34,4.180580079,NA,NA,NA,NA,,C9H10O5,198.0528234,5
2-Methylmalonic acid,2-Methylmalonic acid,Methylmalonic acid,HMDB0000202,487,30860,C02170,3712,CC(C(=O)O)C(=O)O,NA,12.98,12.50320954,NA,NA,NA,NA,,C4H6O4,118.0266087,2
L-Fucose,L-Fucose,L-Fucose,HMDB0000174,17106,2181,C01019,268,C[C@H]1[C@H]([C@H]([C@@H](C(O1)O)O)O)O,NA,9.06,8.727201731,NA,NA,NA,NA,,C6H12O5,164.0684735,1
N-Acetylneuraminic acid,N-Acetylneuraminic acid,N-Acetylneuraminic acid,HMDB0000230,445063,45744,C19910,3321,CC(=O)N[C@@H]1[C@H](C[C@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)O)O,NA,13,12.52247489,NA,NA,NA,NA,,C11H19N1O9,309.1059812,3
3-Hydroxyphenylacetic acid,3-Hydroxyphenylacetic acid,3-Hydroxyphenylacetic acid,HMDB0000440,12122,17445,C05593,5429,C1=CC(=CC(=C1)O)CC(=O)O,NA,2.86,2.754944476,NA,NA,NA,NA,,C8H8O3,152.0473441,5
2-Hydroxycaproic acid,2-Hydroxycaproic acid,2-Hydroxycaproic acid,HMDB0001624,99824,86542,NA,6332,CCCCC(C(=O)O)O,NA,2.9,2.793475168,NA,NA,NA,NA,,C6H12O3,132.0786442,1
3-4-Dihydroxyhydrocinnamic acid,"3,4-Dihydroxyhydrocinnamic acid","3,4-Dihydroxyhydrocinnamic acid",HMDB0000423,348154,48400,C10447,5412,C1=CC(=C(C=C1CCC(=O)O)O)O,NA,7.15,6.887361189,NA,NA,NA,NA,,C9H10O4,182.0579088,5
2-Hydroxyoctanoic acid,2-Hydroxyoctanoic acid,Hydroxyoctanoic acid,HMDB0000711,94180,86543,NA,5679,CCCCCCC(C(=O)O)O,NA,2.65,2.552658343,NA,NA,NA,NA,,C8H16O3,160.1099444,1
trans-3-Hydroxycinnamic acid,trans-3-Hydroxycinnamic acid,m-Coumaric acid,HMDB0001713,637541,32357,C12621,305,C1=CC(=CC(=C1)O)/C=C/C(=O)O,NA,3.04,2.92833259,NA,NA,NA,NA,,C9H8O3,164.0473441,6
2-Methylhippuric acid,2-Methylhippuric acid,2-Methylhippuric acid,HMDB0011723,91637,613303,â‡?C01586,NA,CC1=CC=CC=C1C(=O)NCC(=O)O,NA,2.96,2.851271206,NA,NA,NA,NA,,C10H11N1O3,193.0738932,6
Phosphorylcholine,Phosphorylcholine,Phosphorylcholine,HMDB0001565,1014,18132,C00588,6326,C[N+](C)(C)CCOP(=O)(O)O,NA,14.3,13.77472238,NA,NA,NA,NA,,C5H14N1O4P1,183.0660444,0
Quinaldic acid,Quinaldic acid,Quinaldic acid,HMDB0000842,7124,18386,C06325,5805,C1=CC=C2C(=C1)C=CC(=N2)C(=O)O,NA,7.08,6.819932478,2.22,NA,NA,NA,,C10H7N1O2,173.0476785,8
2-Methylbutyrylglycine,2-Methylbutyrylglycine,2-Methylbutyrylglycine,HMDB0000339,193872,240943,NA,5328,CCC(C)C(=O)NCC(=O)O,NA,6,5.779603795,NA,NA,NA,NA,,C7H13N1O3,159.0895433,2
3-Furoic acid,3-Furoic acid,3-Furoic acid,HMDB0000444,10268,30846,NA,5433,C1=COC=C1C(=O)O,NA,4.08,3.930130581,2.33,NA,NA,NA,,C5H4O3,112.016044,4
D-Saccharic acid,D-Saccharic acid,Glucaric acid,HMDB0000663,33037,16002,C00818,5633,[C@H]([C@@H]([C@@H](C(=O)O)O)O)([C@H](C(=O)O)O)O,NA,14,13.48574219,NA,NA,NA,NA,,C6H10O8,210.0375673,2
4-hydroxy-3-methylbenzoic acid,4-hydroxy-3-methylbenzoic acid,4-Hydroxy-3-methylbenzoic acid,HMDB0004815,68138,85239,NA,NA,CC1=C(C=CC(=C1)C(=O)O)O,NA,3,2.889801898,NA,NA,NA,NA,,C8H8O3,152.0473441,5
3-4-5-Trimethoxycinnamic acid,"3,4,5-Trimethoxycinnamic acid","3,4,5-Trimethoxycinnamic acid",HMDB0002511,735755,NA,NA,6705,COC1=CC(=CC(=C1OC)OC)/C=C/C(=O)O,NA,2.85,2.745311803,NA,NA,NA,NA,,C12H14O5,238.0841235,6
3-Indolebutyric acid,3-Indolebutyric acid,3-Indolebutyric acid,HMDB0002096,8617,33070,C11284,6485,C1=CC=C2C(=C1)C(=CN2)CCCC(=O)O,NA,2.9,2.793475168,NA,NA,NA,NA,,C12H13N1O2,203.0946287,7
3-4-Dimethoxyphenylacetic acid,"3,4-Dimethoxyphenylacetic acid",Homoveratric acid,HMDB0000434,7139,NA,NA,5423,COC1=C(C=C(C=C1)CC(=O)O)OC,NA,3.06,2.947597936,NA,NA,NA,NA,,C10H12O4,196.0735589,5
Folinic acid,Folinic acid,Folinic acid,HMDB0001562,143,209153,C03479,6323,C1C(N(C2=C(N1)NC(=NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,NA,13.38,12.88851646,NA,NA,NA,NA,,C20H23N7O7,473.1658961,13
3-Nitro-L- tyrosine,3-Nitrotyrosine,3-Nitrotyrosine,HMDB0001904,65124,44454,NA,6383,C1=CC(=C(C=C1C[C@@H](C(=O)O)N)[N+](=O)[O-])O,NA,11.61,11.18353334,NA,NA,NA,NA,,C9H10N2O5,226.0589714,6
Phenylglyoxylic acid,Phenylglyoxylic acid,Phenylglyoxylic acid,HMDB0001587,11915,18280,C02137,NA,C1=CC=C(C=C1)C(=O)C(=O)O,NA,2.49,2.398535575,NA,NA,NA,NA,,C8H6O3,150.0316941,6
L-Kynurenine,L-Kynurenine,L-Kynurenine,HMDB0000684,161166,16946,C00328,72,C1=CC=C(C(=C1)C(=O)C[C@@H](C(=O)O)N)N,NA,9.02,8.688671039,NA,NA,NA,NA,,C10H12N2O3,208.0847923,6
L-Cysteic acid,L-Cysteic acid,Cysteic acid,HMDB0002757,25701,21260,C00506,332,C(C(C(=O)O)N)S(=O)(=O)O,NA,12.5,12.04084124,NA,NA,NA,NA,,C3H7N1O5S1,169.0044931,1
2-Isopropylmalic acid,2-Isopropylmalic acid,2-Isopropylmalic acid,HMDB0000402,5280523,35128,C02504,339,CC(C)[C@@](CC(=O)O)(C(=O)O)O,NA,13.03,12.55137291,7.4,NA,NA,NA,,C7H12O5,176.0684735,2
L-Hydroorotic acid,L-Hydroorotic acid,"4,5-Dihydroorotic acid",HMDB0000528,648,30865,C00337,5513,C1C(NC(=O)NC1=O)C(=O)O,NA,9.21,8.871691826,NA,NA,NA,NA,,C5H6N2O4,158.0327567,4
Glycodeoxycholic acid,Glycodeoxycholic acid,Deoxycholic acid glycine conjugate,HMDB0000631,22833539,27471,C05464,5604,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CCC2[C@@]1([C@H](CC3C2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,NA,3.11,2.995761301,NA,NA,NA,NA,,C26H43N1O5,449.3141235,6
Chenodeoxycholic acid,Chenodeoxycholic acid,Chenodeoxycholic acid,HMDB0000518,10133,16755,C02528,207,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,NA,3.09,2.976495955,NA,NA,NA,NA,,C24H40O4,392.2926598,5
1-6-anhydro-b-D-Glucose,"1,6-Anhydro-beta-D-glucose",Levoglucosan,HMDB0000640,2724705,30997,NA,5613,C1[C@@H]2[C@H]([C@@H]([C@H]([C@H](O1)O2)O)O)O,NA,6.58,6.338298829,NA,NA,NA,NA,,C6H10O5,162.0528234,2
5-Hydroxymethyl-2-furancarboxylic acid,5-Hydroxymethyl-2-furancarboxylic acid,Sumiki's acid,HMDB0002432,80642,563718,NA,6680,C1=C(OC(=C1)C(=O)O)CO,NA,7.39,7.118545341,NA,NA,NA,NA,,C6H6O4,142.0266087,4
Aminomalonic acid,Aminomalonic acid,Aminomalonic acid,HMDB0001147,100714,17475,C00872,NA,C(C(=O)O)(C(=O)O)N,NA,13.89,13.37978279,NA,NA,NA,NA,,C3H5N1O4,119.0218577,2
2-Amino-1-phenylethanol,2-Amino-1-phenylethanol,2-Hydroxyphenethylamine,HMDB0001065,1000,16343,C02735,59,C1=CC=C(C=C1)C(CN)O,NA,8.82,8.496017579,NA,NA,NA,NA,,C8H11N1O1,137.084064,4
2-Methylglutaric acid,2-Methylglutaric acid,2-Methylglutaric acid,HMDB0000422,12046,68567,NA,5411,CC(CCC(=O)O)C(=O)O,NA,12.47,12.01194322,NA,NA,NA,NA,,C6H10O4,146.0579088,2
Menadione,Menadione,Menadione,HMDB0001892,4055,28869,C05377,3910,CC1=CC(=O)C2=CC=CC=C2C1=O,NA,2.69,2.591189035,NA,NA,NA,NA,,C11H8O2,172.0524295,8
DL-p-Hydroxyphenyllactic acid,DL-p-Hydroxyphenyllactic acid,Hydroxyphenyllactic acid,HMDB0000755,9378,17385,C03672,5723,C1=CC(=CC=C1CC(C(=O)O)O)O,NA,6.19,5.962624582,NA,NA,NA,NA,,C9H10O4,182.0579088,5
3-4-Dihydroxybenzeneacetic acid,"3,4-Dihydroxybenzeneacetic acid","3,4-Dihydroxybenzeneacetic acid",HMDB0001336,547,41941,C01161,6170,C1=CC(=C(C=C1CC(=O)O)O)O,NA,6.37,6.136012696,NA,NA,NA,NA,,C8H8O4,168.0422587,5
D-Arabitol,D-Arabitol,D-Arabitol,HMDB0000568,827,893310,C01904,5551,C(C(C(C(CO)O)O)O)O,NA,9.8,9.440019532,4.54,NA,NA,NA,,C5H12O5,152.0684735,0
Indole-2-carboxylic acid,Indole-2-carboxylic acid,2-Indolecarboxylic acid,HMDB0002285,72899,130363,NA,6593,C1=CC=C2C(=C1)C=C(N2)C(=O)O,NA,2.74,2.6393524,NA,NA,NA,NA,,C9H7N1O2,161.0476785,7
Purine,Purine,Purine,HMDB0001366,1044,17258,C15587,6193,C1=C2C(=NC=N1)N=CN2,NA,6.54,6.299768137,2.47,NA,NA,NA,,C5H4N4,120.0435962,6
trans-4-Hydroxycinnamic acid,trans-4-Hydroxycinnamic acid,4-Hydroxycinnamic acid,HMDB0002035,637542,32374,C00811,6450,C1=CC(=CC=C1/C=C/C(=O)O)O,NA,3,2.889801898,NA,NA,NA,NA,,C9H8O3,164.0473441,6
2-5-Furandicarboxylic acid,"2,5-Furandicarboxylic acid","2,5-Furandicarboxylic acid",HMDB0004812,76720,84212,NA,7076,C1=C(OC(=C1)C(=O)O)C(=O)O,NA,11.44,11.0197779,NA,NA,NA,NA,,C6H4O5,156.0058732,5
L-Rhamnose,L-Rhamnose,Rhamnose,HMDB0000849,25310,62346,C00507,5812,C[C@H]1[C@@H]([C@H]([C@H](C(O1)O)O)O)O,NA,8.11,7.812097796,NA,NA,NA,NA,,C6H12O5,164.0684735,1
1-Methyl-hydantoin,1-Methyl-hydantoin,N-Methylhydantoin,HMDB0003646,69217,16354,C02565,NA,CN1CC(=O)NC1=O,NA,3.78,3.641150391,NA,NA,NA,NA,,C4H6N2O2,114.0429275,3
Nicotinuric acid,Nicotinuric acid,Nicotinuric acid,HMDB0003269,68499,7563,C05380,1499,C1=CC(=CN=C1)C(=O)NCC(=O)O,NA,8.5,8.187772043,NA,NA,NA,NA,,C8H8N2O3,180.0534921,6
?-Hydroxyhippuric acid,3-Hydroxyhippuric acid,3-Hydroxyhippuric acid,HMDB0006116,450268,594277,NA,NA,C1=CC(=CC(=C1)O)C(=O)NCC(=O)O,NA,7.57,7.291933455,NA,NA,NA,NA,,C9H9N1O4,195.0531578,6
5-Hydroxyindole-3-acetic acid,5-Hydroxyindole-3-acetic acid,5-Hydroxyindoleacetic acid,HMDB0000763,1826,27823,C05635,2975,C1=CC2=C(C=C1O)C(=CN2)CC(=O)O,NA,7.13,6.868095843,NA,NA,NA,NA,,C10H9N1O3,191.0582432,7
(R)-(-) Citramalic acid,Citramalic acid,Citramalic acid,HMDB0000426,1081,15584,C00815,5415,CC(CC(=O)O)(C(=O)O)O,NA,13.5,13.00410854,NA,NA,NA,NA,,C5H8O5,148.0371734,2
L-Hydroxyproline,L-Hydroxyproline,4-Hydroxyproline,HMDB0000725,5810,18095,C01157,257,C1[C@H](CN[C@@H]1C(=O)O)O,NA,7.84,7.552015626,NA,NA,NA,NA,,C5H9N1O3,131.0582432,2
(R)-(+)-2-Pyrrolidone-5-carboxylic acid,(R)-(+)-2-Pyrrolidone-5-carboxylic acid,Pyrrolidonecarboxylic acid,HMDB0000805,499,16010,C02237,5769,C1CC(=O)NC1C(=O)O,NA,9.35,9.006549248,NA,NA,NA,NA,,C5H7N1O3,129.0425931,3
4-8-Dihydroxyquinoline-2-carboxylic acid (Xanthurenic acid),Xanthurenic acid,Xanthurenic acid,HMDB0000881,5699,217069,C02470,5841,C1=CC2=C(C(=C1)O)NC(=CC2=O)C(=O)O,NA,7.24,6.974055246,NA,NA,NA,NA,,C10H7N1O4,205.0375077,8
D-(+)-Glucuronic acid-lactone,Glucuronolactone,"D-Glucurono-6,3-lactone",HMDB0006355,2724333,18268,C02670,NA,[C@H]1([C@@H]2[C@@H]([C@H](C(=O)O2)O)O[C@H]1O)O,NA,5.09,4.903030553,NA,NA,NA,NA,,C6H8O6,176.032088,3
3-5-Dihydroxybenzoic acid,"3,5-Dihydroxybenzoic acid","3,5-Dihydroxybenzoic acid",HMDB0013677,7424,258254,NA,NA,C1=C(C=C(C=C1O)O)C(=O)O,NA,2,1.926534598,NA,NA,NA,NA,,C7H6O4,154.0266087,5
2-6-Dihydroxybenzoic acid,"2,6-Dihydroxybenzoic acid","2,6-Dihydroxybenzoic acid",HMDB0013676,9338,545917,NA,NA,C1=CC(=C(C(=C1)O)C(=O)O)O,NA,2,1.926534598,NA,NA,NA,NA,,C7H6O4,154.0266087,5
Glycyl-L-tyrosine,Glycyltyrosine,Glycyl-Tyrosine,HMDB0028853,NA,NA,NA,NA,NCC(=O)NC(CC1=CC=C(O)C=C1)C(O)=O,NA,9.4,9.054712612,NA,NA,NA,NA,,C11H14N2O4,238.0953569,6
Dehydroascorbic acid,Dehydroascorbic acid,Dehydroascorbic acid,HMDB0001264,210328,17242,C00425,342,C([C@H]([C@@H]1C(=O)C(=O)C(=O)O1)O)O,NA,7.19,6.925891881,NA,NA,NA,NA,,C6H6O6,174.0164379,4
DL-Indole-3-lactic acid,Indole-3-lactic acid,Indolelactic acid,HMDB0000671,92904,24813,C02043,5641,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)O,NA,2.84,2.73567913,NA,NA,NA,NA,,C11H11N1O3,205.0738932,7
4-Hydroxyphenylpyruvic acid,4-Hydroxyphenylpyruvic acid,4-Hydroxyphenylpyruvic acid,HMDB0000707,979,15999,C01179,5675,C1=CC(=CC=C1CC(=O)C(=O)O)O,NA,2.76,2.658617746,NA,NA,NA,NA,,C9H8O4,180.0422587,6
N-(3-Phenylpropionyl)glycine,N-(3-Phenyl-propionyl)-glycine,Phenylpropionylglycine,HMDB0000860,152323,266653,NA,5823,C1=CC=C(C=C1)CCC(=O)NCC(=O)O,NA,2.92,2.812740514,NA,NA,NA,NA,,C11H13N1O3,207.0895433,6
m-Hydroxyhippuric Acid,m-Hydroxyhippuric Acid,3-Hydroxyhippuric acid,HMDB0006116,450268,594277,NA,NA,C1=CC(=CC(=C1)O)C(=O)NCC(=O)O,NA,7,6.742871094,NA,NA,NA,NA,,C9H9N1O4,195.0531578,6
3-Methylglutaconic Acid,3-Methylglutaconic Acid,3-Methylglutaconic acid,HMDB0000522,1551553,37245,NA,5507,C/C(=C\C(=O)O)/CC(=O)O,NA,10.51,10.12393931,NA,NA,NA,NA,,C6H8O4,144.0422587,3
Suberyl Glycine,Suberylglycine,Suberylglycine,HMDB0000953,6453952,NA,NA,5899,C(CCCC(=O)O)CCC(=O)NCC(=O)O,NA,12,11.55920759,NA,NA,NA,NA,,C10H17N1O5,231.1106727,3
5-(Hydroxymethyl)uracil,5-(Hydroxymethyl)uracil,5-Hydroxymethyluracil,HMDB0000469,78168,16964,C03088,5456,C1=C(C(=O)NC(=O)N1)CO,NA,8.95,8.621242328,NA,NA,NA,NA,,C5H6N2O3,142.0378421,4
3-Methylglutaric acid,3-Methylglutaric acid,Methylglutaric acid,HMDB0000752,12284,68566,NA,5720,CC(CC(=O)O)CC(=O)O,NA,12.59,12.1275353,NA,NA,NA,NA,,C6H10O4,146.0579088,2
Norepinephrine,Norepinephrine,Norepinephrine,HMDB0000216,439260,18357,C00547,5226,C1=CC(=C(C=C1[C@H](CN)O)O)O,NA,4.12,3.968661273,NA,NA,NA,NA,,C8H11N1O3,169.0738932,4
Indole-3-carboxylic acid,Indole-3-carboxylic acid,Indole-3-carboxylic acid,HMDB0003320,69867,24809,C19837,3795,C1=CC=C2C(=C1)C(=CN2)C(=O)O,NA,4.4,4.238376116,2.2,NA,NA,NA,,C9H7N1O2,161.0476785,7
4-Hydroxy-3-methoxyphenylacetic Acid (Homovanillic acid),Homovanillic acid,Homovanillic acid,HMDB0000118,1738,545959,C05582,971,COC1=C(C=CC(=C1)CC(=O)O)O,NA,7.03,6.771769113,NA,NA,NA,NA,,C9H10O4,182.0579088,5
(R)-3-Hydroxybutanoic acid,(R)-3-Hydroxybutanoic acid,(R)-3-Hydroxybutyric acid,HMDB0000011,92135,17066,C01089,NA,C[C@H](CC(=O)O)O,NA,7.93,7.638709683,NA,NA,NA,NA,,C4H8O3,104.0473441,1
2-Hydroxyhexanedioic Acid,2-Hydroxyhexanedioic Acid,2-Hydroxyadipic acid,HMDB0000321,193530,17023,C02360,5310,C(CC(C(=O)O)O)CC(=O)O,NA,13.07,12.5899036,NA,NA,NA,NA,,C6H10O5,162.0528234,2
N-Propionylglycine,N-Propionylglycine,Propionylglycine,HMDB0000783,98681,89836,NA,5749,CCC(=O)NCC(=O)O,NA,13.15,12.66696498,NA,NA,NA,NA,,C5H9N1O3,131.0582432,2
2-[(4-Hydroxyphenyl)formamido]acetic acid,2-[(4-Hydroxyphenyl)formamido]acetic acid,4-Hydroxyhippuric acid,HMDB0013678,151012,613375,NA,NA,C1=CC(=CC=C1C(=O)NCC(=O)O)O,NA,7,6.742871094,NA,NA,NA,NA,,C9H9N1O4,195.0531578,6
2-Methylsuccinic acid,2-Methylsuccinic acid,Methylsuccinic acid,HMDB0001844,10349,29003,C08645,6344,CC(CC(=O)O)C(=O)O,NA,12.79,12.32018876,NA,NA,NA,NA,,C5H8O4,132.0422587,2
3-Hydroxymandelic acid,3-Hydroxymandelic acid,3-Hydroxymandelic acid,HMDB0000750,86957,86553,NA,732,C1=CC(=CC(=C1)O)C(C(=O)O)O,NA,5,4.816336496,NA,NA,NA,NA,,C8H8O4,168.0422587,5
N-Iso valerylglycine,Isovalerylglycine,Isovalerylglycine,HMDB0000678,546304,70984,NA,5647,CC(C)CC(=O)NCC(=O)O,NA,6.8,6.550217635,NA,NA,NA,NA,,C7H13N1O3,159.0895433,2
5-6-Dihydro Thymine,"5,6-Dihydrothymine",Dihydrothymine,HMDB0000079,93556,27468,C00906,5135,CC1CNC(=O)NC1=O,NA,4.13,3.978293946,NA,NA,NA,NA,,C5H8N2O2,128.0585775,3
Lipoic acid,Lipoic acid,(R)-lipoic acid,HMDB0001451,6112,30314,C00725,126,C1CSS[C@@H]1CCCCC(=O)O,NA,2.89,NA,NA,NA,NA,NA,,C8H14O2S2,206.0435211,2
2-3-Pyridinedicarboxylic acid,"2,3-Pyridinedicarboxylic acid",Quinolinic acid,HMDB0000232,1066,16675,C03722,330,C1=CC(=C(N=C1)C(=O)O)C(=O)O,NA,13.22,12.7343937,NA,NA,NA,NA,,C7H5N1O4,167.0218577,6
3-Hydroxypropionic Acid,3-Hydroxypropionic Acid,Hydroxypropionic acid,HMDB0000700,68152,33404,C01013,5668,C(CO)C(=O)O,NA,9.25,8.910222518,NA,NA,NA,NA,,C3H6O3,90.03169405,1
Inosine 5-triphosphate,Inosine 5'-triphosphate,Inosine triphosphate,HMDB0000189,8583,16039,C00081,5204,C1=NC(=O)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,NA,16.1,15.50860352,NA,NA,NA,NA,,C10H15N4O14P3,507.9797607,7
L-Threonic acid,Threonic acid,Threonic acid,HMDB0000943,151152,49059,C01620,5891,C([C@H]([C@@H](C(=O)O)O)O)O,NA,10,9.632672992,NA,NA,NA,NA,,C4H8O5,136.0371734,1
L(-)-Pipecolinic acid,Pipecolinic acid,Pipecolic acid,HMDB0000070,849,17964,C00408,50,C1CCNC(C1)C(=O)O,NA,11.72,11.28949275,NA,NA,NA,NA,,C6H11N1O2,129.0789786,2
D-Galactonic acid,D-Galactonic acid,Galactonic acid,HMDB0000565,128869,16534,C00880,3336,C([C@H]([C@@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O,NA,12.7,12.2334947,NA,NA,NA,NA,,C6H12O7,196.0583027,1
6-Hydroxynicotinic acid,6-Hydroxynicotinic acid,6-Hydroxynicotinic acid,HMDB0002658,72924,16168,C01020,NA,C1=CC(=O)NC=C1C(=O)O,NA,9.4,9.054712612,NA,NA,NA,NA,,C6H5N1O3,139.026943,5
N-Tiglylglycine,N-Tiglylglycine,Tiglylglycine,HMDB0000959,6441567,73018,NA,4246,C/C=C(\C)/C(=O)NCC(=O)O,NA,7.02,6.76213644,NA,NA,NA,NA,,C7H11N1O3,157.0738932,3
Lithocholic acid,Lithocholic acid,Lithocholic acid,HMDB0000761,11740284,16325,C03990,209,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4[C@@]3(CC[C@H](C4)O)C)C,NA,2.73,2.629719727,NA,NA,NA,NA,,C24H40O3,376.2977451,5
DL -3-4-Dihydroxymandelic acid,"3,4-Dihydroxymandelic acid","3,4-Dihydroxymandelic acid",HMDB0001866,85782,27637,C05580,696,C1=CC(=C(C=C1C(C(=O)O)O)O)O,NA,2.07,1.993963309,NA,NA,NA,NA,,C8H8O5,184.0371734,5
Acetylcholine,Acetylcholine,Acetylcholine,HMDB0000895,187,15355,C01996,57,CC(=O)OCC[N+](C)(C)C,NA,9.71,9.353325475,3.28,NA,NA,NA,,C7H15N1O2,145.1102787,1
Tricarballylic acid,Tricarballylic acid,"1,2,3-Propanetricarboxylic acid",HMDB0031193,14925,45969,C19806,NA,C(C(CC(=O)O)C(=O)O)C(=O)O,NA,13.75,13.24492536,NA,NA,NA,NA,,C6H8O6,176.032088,3
D-3-Phenyllactic acid,D-3-Phenyllactic acid,D-Phenyllactic acid,HMDB0000563,NA,8100,C05607,5547,[H][C@](O)(CC1=CC=CC=C1)C(O)=O,NA,2.77,2.668250419,NA,NA,NA,NA,,C9H10O3,166.0629942,5
N-Acetyl-L-lysine,N-Acetyl-L-lysine,N-Alpha-acetyllysine,HMDB0000446,192590,35704,C12989,5435,CC(=O)NC(CCCCN)C(=O)O,NA,12.97,12.49357687,NA,NA,NA,NA,,C8H16N2O3,188.1160924,2
Mucic acid,Mucic acid,Galactaric acid,HMDB0000639,3037582,30852,C00879,5612,[C@@H]([C@@H]([C@H](C(=O)O)O)O)([C@@H](C(=O)O)O)O,NA,13.88,13.37015011,NA,NA,NA,NA,,C6H10O8,210.0375673,2
4-Hydroxymandelic acid,4-Hydroxymandelic acid,p-Hydroxymandelic acid,HMDB0000822,328,16388,C11527,5785,C1=CC(=CC=C1C(C(=O)O)O)O,NA,7,6.742871094,NA,NA,NA,NA,,C8H8O4,168.0422587,5
N-Butyrylglycine,N-Butyrylglycine,N-Butyrylglycine,HMDB0000808,88412,89963,NA,5772,CCCC(=O)NCC(=O)O,NA,7.14,6.877728516,NA,NA,NA,NA,,C6H11N1O3,145.0738932,2
4-6-Dioxoheptanoic acid,"4,6-Dioxoheptanoic acid",Succinylacetone,HMDB0000635,5312,87897,NA,5608,CC(=O)CC(=O)CCC(=O)O,NA,7.09,6.829565151,NA,NA,NA,NA,,C7H10O4,158.0579088,3
8-Aminooctanoic acid,2-Aminooctanoic acid,DL-2-Aminooctanoic acid,HMDB0000991,69522,75145,NA,5923,CCCCCCC(C(=O)O)N,NA,13,12.52247489,NA,NA,NA,NA,,C8H17N1O2,159.1259288,1
Retinoic Acid,Retinoic Acid,All-trans-retinoic acid,HMDB0001852,444795,15367,C00777,2277,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C,NA,2.4,2.311841518,NA,NA,NA,NA,,C20H28O2,300.2089301,7
S-Adenosylmethionine,S-Adenosylmethionine,S-Adenosylmethionine,HMDB0001185,16757548,15414,C00019,6064,C[S+](CC[C@H](C(=O)O)N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,NA,15.1,14.54533622,NA,NA,NA,NA,,C15H22N6O5S1,398.1372386,8
