accession,iupac_name,name,SMILES,status,formula,mass,rdbe,category
YMDB00597,NA,FADH2,CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC3=C1N=CN=C3N)C1=C(N2)C(=O)NC(=O)N1,quantified,C27H35N9O15P2,787.1727845,16,Metabolite
YMDB00599,NA,"P(1)-(5'-adenosyl),P(4)-(5'-guanosyl) tetraphosphate",NC1=NC(=O)C2=C(N1)N(C=N2)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N)N=CN=C23)[C@@H](O)[C@H]1O,quantified,C20H28N10O20P4,852.0431794,14,Metabolite
YMDB00600,NA,"P(1),P(4)-bis(5'-guanosyl) tetraphosphate",NC1=NC2=C(N=CN2[C@@H]2O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(=O)OP(O)(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)N3C=NC4=C3N=C(N)NC4=O)[C@@H](O)[C@H]2O)C(=O)N1,quantified,C20H28N10O21P4,868.038094,14,Metabolite
YMDB00602,NA,Biotinyl-5'-AMP,[H][C@]12CS[C@@H](CCCCC(=O)OP(O)(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)N3C=NC4=C3N=CN=C4N)[C@@]1([H])NC(=O)N2,quantified,C20H28N7O9P1S1,573.1406828,11,Metabolite
YMDB00604,NA,14-demethyllanosterol,[H][C@@]1(CC[C@@]2([H])C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@]1([H])CC3)[C@H](C)CCC=C(C)C,quantified,C29H48O1,412.3705162,6,Metabolite
YMDB00608,NA,zymosterol intermediate 2,[H][C@@]1(CC[C@@]2([H])C3=C(CC[C@]12C)[C@@]1(C)CCC(=O)C[C@]1([H])CC3)[C@H](C)CCC=C(C)C,quantified,C27H42O1,382.323566,7,Metabolite
YMDB00610,NA,4beta-methylzymosterol-4alpha-carboxylic acid,[H][C@@]1(CC[C@@]2([H])C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)[C@@](C)(C(O)=O)[C@]1([H])CC3)[C@H](C)CCC=C(C)C,quantified,C29H46O3,442.3446953,7,Metabolite
YMDB00613,NA,zymosterol intermediate 1b,[H][C@@]1(CC[C@@]2([H])C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C=O)[C@]1([H])CC3)[C@H](C)CCC=C(C)C,quantified,C28H44O2,412.3341306,7,Metabolite
YMDB00614,NA,nonaprenyl diphosphate,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(O)(=O)OP(O)(O)=O,quantified,C45H76O7P2,790.5066278,9,Metabolite
YMDB00615,NA,nonaprenyl 4-hydroxybenzoate,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\COC(=O)C1=CC=C(O)C=C1,quantified,C52H78O3,750.5950964,14,Metabolite
YMDB00619,NA,N-tetracosanoylsphinganine,CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCCCC,quantified,C42H85N1O3,651.6529456,1,Metabolite
YMDB00620,NA,N-(24-hydroxytetracosanoyl)sphinganine,CCCCCCCCCCCCCCC[C@@H](O)[C@H](CO)NC(=O)CCCCCCCCCCCCCCCCCCCCCCCO,quantified,C42H85N1O4,667.6478602,1,Metabolite
YMDB00621,NA,N-hexacosanylsphinganine,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCCCC,quantified,C44H89N1O3,679.6842457,1,Metabolite
YMDB00622,NA,N-(26-hydroxyhexacosanoyl)sphinganine,CCCCCCCCCCCCCCC[C@@H](O)[C@H](CO)NC(=O)CCCCCCCCCCCCCCCCCCCCCCCCCO,quantified,C44H89N1O4,695.6791603,1,Metabolite
YMDB00623,NA,N-(24-Hydroxytetracosanoyl)phytosphingosine,CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@H](CO)NC(=O)CCCCCCCCCCCCCCCCCCCCCCCO,quantified,C42H85N1O5,683.6427748,1,Metabolite
YMDB00624,NA,N-(26-Hydroxyhexacosanyl)phytosphingosine,CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@H](CO)NC(=O)CCCCCCCCCCCCCCCCCCCCCCCCCO,quantified,C44H89N1O5,711.674075,1,Metabolite
YMDB00627,NA,"1,2-dioleoylglycerol",CCCCCCCC\C=C/CCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCC\C=C/CCCCCCCC,quantified,C39H72O5,620.5379754,4,Metabolite
YMDB00632,NA,pentaprenyl diphosphate,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\COP(O)(=O)OP(O)(O)=O,quantified,C25H44O7P2,518.2562267,5,Metabolite
YMDB00633,NA,hexaprenyl diphosphate,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\COP(O)(=O)OP(O)(O)=O,quantified,C30H52O7P2,586.318827,6,Metabolite
YMDB00634,NA,heptaprenyl diphosphate,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\COP(O)(=O)OP(O)(O)=O,quantified,C35H60O7P2,654.3814272,7,Metabolite
YMDB00638,NA,dodecaprenyl diphosphate,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\COP(O)(=O)OP(O)(O)=O,quantified,C60H100O7P2,994.6944285,12,Metabolite
YMDB00639,NA,tridecaprenyl diphosphate,[H]C(CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])COP(O)(=O)OP(O)(O)=O)=C(C)CCC=C(C)C,quantified,C65H108O7P2,1062.757029,13,Metabolite
YMDB00640,NA,tetradecaprenyl diphosphate,[H]C(CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])COP(O)(=O)OP(O)(O)=O)=C(C)CCC=C(C)C,quantified,C70H116O7P2,1130.819629,14,Metabolite
YMDB00641,NA,pentadecaprenyl diphosphate,[H]C(CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])COP(O)(=O)OP(O)(O)=O)=C(C)CCC=C(C)C,quantified,C75H124O7P2,1198.882229,15,Metabolite
YMDB00642,NA,hexadecaprenyl diphosphate,[H]C(CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])COP(O)(=O)OP(O)(O)=O)=C(C)CCC=C(C)C,quantified,C80H132O7P2,1266.94483,16,Metabolite
YMDB00643,NA,heptadecaprenyl diphosphate,[H]C(CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])COP(O)(=O)OP(O)(O)=O)=C(C)CCC=C(C)C,quantified,C85H140O7P2,1335.00743,17,Metabolite
YMDB00644,NA,octadecaprenyl diphosphate,[H]C(CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])COP(O)(=O)OP(O)(O)=O)=C(C)CCC=C(C)C,quantified,C90H148O7P2,1403.07003,18,Metabolite
YMDB00645,NA,nonadecaprenyl diphosphate,[H]C(CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])COP(O)(=O)OP(O)(O)=O)=C(C)CCC=C(C)C,quantified,C95H156O7P2,1471.13263,19,Metabolite
YMDB00646,NA,icosaprenyl diphosphate,[H]C(CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])COP(O)(=O)OP(O)(O)=O)=C(C)CCC=C(C)C,quantified,C100H164O7P2,1539.195231,20,Metabolite
YMDB00647,NA,henicosaprenyl diphosphate,[H]C(CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])COP(O)(=O)OP(O)(O)=O)=C(C)CCC=C(C)C,quantified,C105H172O7P2,1607.257831,21,Metabolite
YMDB00648,NA,docosaprenyl diphosphate,[H]C(CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])CCC(C)=C([H])COP(O)(=O)OP(O)(O)=O)=C(C)CCC=C(C)C,quantified,C110H180O7P2,1675.320431,22,Metabolite
YMDB00651,NA,Cytosine,NC1=CC=NC(=O)N1,quantified,C4H5N3O1,111.0432618,4,Metabolite
YMDB00656,NA,D-glucitol,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,quantified,C6H14O6,182.0790382,0,Metabolite
YMDB00658,NA,dCTP,NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1,quantified,C9H16N3O13P3,466.9895971,5,Metabolite
YMDB00660,NA,Ubiquinone-6,COC1=C(OC)C(=O)C(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)=C(C)C1=O,quantified,C39H58O4,590.4335103,11,Metabolite
YMDB00662,NA,2-deoxy-D-ribose 5-phosphate,O[C@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1,quantified,C5H11O7P1,214.0242392,1,Metabolite
YMDB00668,NA,"7,8-dihydroneopterin 3'-phosphate",NC1=NC2=C(N=C(CN2)[C@H](O)[C@H](O)COP(O)(O)=O)C(=O)N1,quantified,C9H14N5O7P1,335.0630843,6,Metabolite
YMDB00674,NA,aldehydo-D-galacturonate,O[C@@H](C=O)[C@@H](O)[C@@H](O)[C@H](O)C(O)=O,quantified,C6H10O7,194.0426527,2,Metabolite
YMDB00676,NA,Caprylic acid,CCCCCCCC(O)=O,quantified,C8H16O2,144.1150298,1,Metabolite
YMDB00677,NA,capric acid,CCCCCCCCCC(O)=O,quantified,C10H20O2,172.1463299,1,Metabolite
YMDB00678,NA,lauric acid,CCCCCCCCCCCC(O)=O,quantified,C12H24O2,200.17763,1,Metabolite
YMDB00679,NA,myristic acid,CCCCCCCCCCCCCC(O)=O,quantified,C14H28O2,228.2089301,1,Metabolite
YMDB00681,NA,palmitoleic acid,CCCCCC\C=C/CCCCCCCC(O)=O,quantified,C16H30O2,254.2245802,2,Metabolite
YMDB00682,NA,stearic acid,CCCCCCCCCCCCCCCCCC(O)=O,quantified,C18H36O2,284.2715304,1,Metabolite
YMDB00684,NA,lignoceric acid,CCCCCCCCCCCCCCCCCCCCCCCC(O)=O,quantified,C24H48O2,368.3654308,1,Metabolite
YMDB00686,NA,FMNH2,CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(O)(O)=O)C1=C(N2)C(=O)NC(=O)N1,quantified,C17H23N4O9P1,458.1202648,9,Metabolite
YMDB00690,NA,L-cysteinylglycine,N[C@@H](CS)C(=O)NCC(O)=O,quantified,C5H10N2O3S1,178.0412129,2,Metabolite
YMDB00691,NA,L-gamma-Glutamyl-L-alanine,C[C@H](NC(=O)CC[C@H](N)C(O)=O)C(O)=O,quantified,C8H14N2O5,218.0902716,3,Metabolite
YMDB00696,NA,S(8)-aminomethyldihydrolipoamide,NCSCCC(S)CCCCC(N)=O,quantified,C9H20N2O1S2,236.1017047,1,Metabolite
YMDB00697,NA,lipoamide,NC(=O)CCCCC1CCSS1,quantified,C8H15N1O1S2,205.0595056,2,Metabolite
YMDB00698,NA,Guanine,NC1=NC(=O)C2=C(N1)N=CN2,quantified,C5H5N5O1,151.0494098,6,Metabolite
YMDB00700,NA,dATP,NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1,quantified,C10H16N5O12P3,491.0008305,7,Metabolite
YMDB00702,NA,L-histidinol,N[C@H](CO)CC1=CN=CN1,quantified,C6H11N3O1,141.090212,3,Metabolite
YMDB00703,NA,N(pros)-methyl-L-histidine,CN1C=NC=C1C[C@H](N)C(O)=O,quantified,C7H11N3O2,169.0851266,4,Metabolite
YMDB00705,NA,2-Oxaloglutaric acid,OC(=O)CCC(C(O)=O)C(=O)C(O)=O,quantified,C7H8O7,204.0270026,4,Metabolite
YMDB00706,NA,5-(2-Hydroxyethyl)-4-methylthiazole,CC1=C(CCO)SC=N1,quantified,C6H9N1O1S1,143.0404846,3,Metabolite
YMDB00708,NA,3-Hydroxy-3-methylglutaryl-CoA,CC(O)(CC(O)=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,quantified,C27H44N7O20P3S1,911.1574671,11,Metabolite
YMDB00712,NA,inositol-P-ceramide C (C26),CCCCCCCCCCCCCCCCCCCCCCCCC(O)C(=O)N[C@@H](COP(O)(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O)[C@H](O)[C@H](O)CCCCCCCCCCCCCC,quantified,C50H100N1O13P1,953.6932288,2,Metabolite
YMDB00713,NA,inositol phosphomannosylinositol phosphoceramide,CCCCCCCCCCCCCCCCCCCCCCCCC(O)C(=O)N[C@@H](COP(O)(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](OP(O)(=O)O[C@H]3[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]3O)[C@H](O)[C@@H]2O)[C@H]1O)[C@H](O)[C@H](O)CCCCCCCCCCCCCC,quantified,C62H121N1O26P2,1357.765206,4,Metabolite
YMDB00716,NA,itaconic acid,OC(=O)CC(=C)C(O)=O,quantified,C5H6O4,130.0266087,3,Metabolite
YMDB00717,NA,itaconyl-CoA,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=C)C(O)=O,quantified,C26H40N7O19P3S1,879.1312523,12,Metabolite
YMDB00719,NA,erythro-4-hydroxy-L-glutamic acid,N[C@@H](C[C@@H](O)C(O)=O)C(O)=O,quantified,C5H9N1O5,163.0480724,2,Metabolite
YMDB00722,NA,4-hydroxy-2-oxoglutaric acid,OC(CC(=O)C(O)=O)C(O)=O,quantified,C5H6O6,162.0164379,3,Metabolite
YMDB00726,NA,N-Formyl-L-tyrosine,OC(=O)[C@H](CC1=CC=C(O)C=C1)NC=O,quantified,C10H11N1O4,209.0688078,6,Metabolite
YMDB00728,NA,"(5S,6S)-di-HETE",CCCCC\C=C/C\C=C/C=C/C=C/[C@H](O)[C@@H](O)CCCC(O)=O,quantified,C20H32O4,336.2300595,5,Metabolite
YMDB00731,NA,3-hydroxyicosanoyl-CoA,CCCCCCCCCCCCCCCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,quantified,C41H74N7O18P3S1,1077.402389,10,Metabolite
YMDB00732,NA,3-oxoicosanoyl-CoA,CCCCCCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,quantified,C41H72N7O18P3S1,1075.386739,11,Metabolite
YMDB00733,NA,3-oxodocosanoyl-CoA,CCCCCCCCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,quantified,C43H76N7O18P3S1,1103.418039,11,Metabolite
YMDB00734,NA,3-hydroxydocosanoyl-CoA,CCCCCCCCCCCCCCCCCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,quantified,C43H78N7O18P3S1,1105.433689,10,Metabolite
YMDB00735,NA,3-oxotetracosanoyl-CoA,CCCCCCCCCCCCCCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,quantified,C45H80N7O18P3S1,1131.449339,11,Metabolite
YMDB00736,NA,3-hydroxytetracosanoyl-CoA,CCCCCCCCCCCCCCCCCCCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,quantified,C45H82N7O18P3S1,1133.464989,10,Metabolite
YMDB00737,NA,N-acetyl-D-glucosamine 6-phosphate,CC(=O)N[C@H]1C(O)O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]1O,quantified,C8H16N1O9P1,301.0562676,2,Metabolite
YMDB00738,NA,N-Acetylputrescine,CC(=O)NCCCCN,quantified,C6H14N2O1,130.1106131,1,Metabolite
YMDB00739,NA,"N,N'-Diformyldityrosine",OC(=O)C(CC1=CC(=C(O)C=C1)C1=C(O)C=CC(CC(NC=O)C(O)=O)=C1)NC=O,quantified,C20H20N2O8,416.1219656,12,Metabolite
YMDB00741,NA,nicotinic acid D-ribonucleotide,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1COP(O)(O)=O)[N+]1=CC=CC(=C1)C(O)=O,quantified,C11H14N1O9P1,335.0406175,6,Metabolite
YMDB00745,NA,dTTP,CC1=CN([C@H]2C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O2)C(=O)NC1=O,quantified,C10H17N2O14P3,481.9892627,5,Metabolite
YMDB00746,NA,dUDP,O[C@H]1C[C@@H](O[C@@H]1COP(O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O,quantified,C9H14N2O11P2,388.0072823,5,Metabolite
YMDB00747,NA,S(8)-succinyldihydrolipoamide,NC(=O)CCCCC(S)CCSC(=O)CCC(O)=O,quantified,C12H21N1O4S2,307.0911996,3,Metabolite
YMDB00753,NA,"sedoheptulose 1,7-bisphosphate",O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H](O)[C@H](O)C(=O)COP(O)(O)=O,quantified,C7H16O13P2,370.0066136,1,Metabolite
YMDB00757,NA,Glycerylphosphorylethanolamine,NCCOP(O)(=O)OCC(O)CO,quantified,C5H14N1O6P1,215.0558737,0,Metabolite
YMDB00758,NA,2-formamido-N(1)-(5-phospho-D-ribosyl)acetamidine,O[C@H]1[C@@H](O)C(NC(=N)CNC=O)O[C@@H]1COP(O)(O)=O,quantified,C8H16N3O8P1,313.067501,3,Metabolite
YMDB00762,NA,Phytosphingosine 1-phosphate,CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@@H](N)COP(O)(O)=O,quantified,C18H40N1O6P1,397.2593245,0,Metabolite
YMDB00766,NA,"6,7-Dimethyl-8-(1-D-ribityl)lumazine",CC1=C(C)N(C[C@H](O)[C@H](O)[C@H](O)CO)C2=NC(=O)NC(=O)C2=N1,quantified,C13H18N4O6,326.1226343,7,Metabolite
YMDB00769,NA,squalene,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C=C(/C)CC\C=C(/C)CCC=C(C)C,quantified,C30H50,410.3912516,6,Metabolite
YMDB00770,NA,taurocholic acid,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])C[C@H](O)[C@]12C)[C@H](C)CCC(=O)NCCS(O)(=O)=O,quantified,C26H45N1O7S1,515.2916735,5,Metabolite
YMDB00771,NA,aminoacetaldehyde,NCC=O,quantified,C2H5N1O1,59.03711379,1,Metabolite
YMDB00772,NA,Taurine,NCCS(O)(=O)=O,quantified,C2H7N1O3S1,125.0146638,0,Metabolite
YMDB00773,NA,"5,6,7,8-tetrahydrofolyl-L-glutamic acid",NC1=NC2=C(NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(O)=O)C(O)=O)C(O)=O)CN2)C(=O)N1,quantified,C24H30N8O9,574.2135746,14,Metabolite
YMDB00775,NA,Thiamine triphosphate,CC1=C(CCOP(O)(=O)OP(O)(=O)OP(O)(O)=O)SC=[N+]1CC1=C(N)N=C(C)N=C1,quantified,C12H19N4O10P3S1,504.003473,7,Metabolite
YMDB00777,NA,ergosteryl 3-beta-D-glucoside,OC[C@H]1O[C@@H](O[C@H]2CC[C@@]3(C)C(=CC=C4[C@]5([H])CC[C@]([H])([C@H](C)\C=C\[C@H](C)C(C)C)[C@@]5(C)CC[C@]34[H])C2)[C@H](O)[C@@H](O)[C@@H]1O,quantified,C34H54O6,558.3920394,8,Metabolite
YMDB00781,NA,1-(sn-glycero-3-phospho)-1D-myo-inositol,[H][C@](O)(CO)COP(O)(=O)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,quantified,C9H19O11P1,334.0664979,1,Metabolite
YMDB00784,NA,gamma-amino-gamma-cyanobutanoic acid,NC(CCC(O)=O)C#N,quantified,C5H8N2O2,128.0585775,3,Metabolite
YMDB00785,NA,cerotic acid,CCCCCCCCCCCCCCCCCCCCCCCCCC(O)=O,quantified,C26H52O2,396.3967309,1,Metabolite
YMDB00787,NA,4-Pyridoxolactone,CC1=NC=C2COC(=O)C2=C1O,quantified,C8H7N1O3,165.0425931,6,Metabolite
YMDB00788,NA,S-Methyl 3-phospho-1-thio-D-glycerate,CSC(=O)[C@H](O)COP(O)(O)=O,quantified,C4H9O6P1S1,215.9857452,1,Metabolite
YMDB00791,NA,7-Methylguanosine 5'-phosphate,C[N+]1=CN([C@@H]2O[C@H](COP(O)(O)=O)[C@H](O)C2O)C2=C1C(=O)NC(N)=N2,quantified,C11H16N5O8P1,377.073649,7,Metabolite
YMDB00795,NA,"4,4-dimethyl-5alpha-cholest-7-en-3beta-ol",[H][C@@](C)(CCCC(C)C)[C@@]1([H])CC[C@@]2([H])C3=CC[C@@]4([H])C(C)(C)[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C,quantified,C29H50O1,414.3861662,5,Metabolite
YMDB00800,NA,L-Xylo-hexulonolactone,[H][C@@]1(OC(=O)[C@@H](O)C1=O)[C@@H](O)CO,quantified,C6H8O6,176.032088,3,Metabolite
YMDB00807,NA,glycolic acid,OCC(O)=O,quantified,C2H4O3,76.01604399,1,Metabolite
YMDB00808,NA,octan-1-ol,CCCCCCCCO,quantified,C8H18O1,130.1357652,0,Metabolite
YMDB00809,NA,TG(16:0/16:0/16:0),CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,quantified,C51H98O6,806.7363409,3,Metabolite
YMDB00812,NA,acrolein,C=CC=O,quantified,C3H4O1,56.02621475,2,Metabolite
YMDB00813,NA,"L-gulono-1,4-lactone",[H][C@@]1(OC(=O)[C@@H](O)[C@H]1O)[C@@H](O)CO,quantified,C6H10O6,178.047738,2,Metabolite
YMDB00820,NA,N-Acetyl-D-cysteine,CC(=O)N[C@H](CS)C(O)=O,quantified,C5H9N1O3S1,163.0303139,2,Metabolite
YMDB00823,NA,N-acetyl-D-tryptophan,CC(=O)N[C@H](CC1=CNC2=CC=CC=C12)C(O)=O,quantified,C13H14N2O3,246.1004423,8,Metabolite
YMDB00824,NA,Octanal,CCCCCCCC=O,quantified,C8H16O1,128.1201151,1,Metabolite
YMDB00825,NA,Trimyristin,CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC,quantified,C45H86O6,722.6424405,3,Metabolite
YMDB00829,NA,N-Acetyl-D-leucine,CC(C)C[C@@H](NC(C)=O)C(O)=O,quantified,C8H15N1O3,173.1051933,2,Metabolite
YMDB00833,NA,N-acetyl-D-proline,CC(=O)N1CCC[C@@H]1C(O)=O,quantified,C7H11N1O3,157.0738932,3,Metabolite
YMDB00834,NA,"1,3-Dipalmitin",CCCCCCCCCCCCCCCC(=O)OCC(O)COC(=O)CCCCCCCCCCCCCCC,quantified,C35H68O5,568.5066753,2,Metabolite
YMDB00838,NA,Phenyl acetate,CC(=O)OC1=CC=CC=C1,quantified,C8H8O2,136.0524295,5,Metabolite
